"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,6.61168797964848
1.57542,0,-170,4.7323171393982
1.57542,0,-160,7.06245377700815
1.57542,0,-150,13.0260545495201
1.57542,0,-140,19.681744052673
1.57542,0,-130,12.3425083945282
1.57542,0,-120,9.27329477112227
1.57542,0,-110,8.60529908417107
1.57542,0,-100,8.47286537958861
1.57542,0,-90,8.27159406489854
1.57542,0,-80,7.92755878079377
1.57542,0,-70,7.71444954889973
1.57542,0,-60,8.35867550544401
1.57542,0,-50,13.8639709870398
1.57542,0,-40,3.76450729654154
1.57542,0,-30,5.22668420071948
1.57542,0,-20,1.55880198939435
1.57542,0,-10,1.38320595965601
1.57542,0,0,1.89856145897906
1.57542,0,10,2.08562697210419
1.57542,0,20,2.03596039395625
1.57542,0,30,3.12404689923908
1.57542,0,40,6.11482555845853
1.57542,0,50,11.1915478689895
1.57542,0,60,8.26489778185115
1.57542,0,70,8.18888264998878
1.57542,0,80,8.65244842510434
1.57542,0,90,9.19364369653213
1.57542,0,100,9.6861969087886
1.57542,0,110,10.2493757554277
1.57542,0,120,11.1610920342284
1.57542,0,130,13.2941543924651
1.57542,0,140,32.7796305453971
1.57542,0,150,5.84593410692818
1.57542,0,160,12.7156279023301
1.57542,0,170,10.2134596935959
1.57542,0,180,6.61168797964848
