"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.1655374805333
1.57542,0,-170,-21.9701423801744
1.57542,0,-160,-21.3324689746908
1.57542,0,-150,-18.6180165555726
1.57542,0,-140,-15.3660141397063
1.57542,0,-130,-13.6402807341802
1.57542,0,-120,-12.7175232329963
1.57542,0,-110,-11.8372454595625
1.57542,0,-100,-10.6559536720675
1.57542,0,-90,-9.09289725729097
1.57542,0,-80,-7.18204609657688
1.57542,0,-70,-5.05632327377465
1.57542,0,-60,-2.94647247857541
1.57542,0,-50,-1.14226021218476
1.57542,0,-40,0.0740397884058102
1.57542,0,-30,0.496341291940814
1.57542,0,-20,0.0747200496706741
1.57542,0,-10,-0.87773315956958
1.57542,0,0,-1.39878405329857
1.57542,0,10,-0.894216583324235
1.57542,0,20,-0.265756124734414
1.57542,0,30,-0.290832346388861
1.57542,0,40,-1.09447998745101
1.57542,0,50,-2.56874905620428
1.57542,0,60,-4.54263029851949
1.57542,0,70,-6.79218783069396
1.57542,0,80,-9.05441383109583
1.57542,0,90,-11.0832612223427
1.57542,0,100,-12.7152463949222
1.57542,0,110,-13.918133646734
1.57542,0,120,-14.8761987715582
1.57542,0,130,-16.0826302514943
1.57542,0,140,-18.0613120083611
1.57542,0,150,-20.2318030950656
1.57542,0,160,-21.7365831956224
1.57542,0,170,-25.672359727627
1.57542,0,180,-26.1655374805333
