"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-25.8844943525861
1.57542,0,-170,-26.0014733981802
1.57542,0,-160,-20.9571554556341
1.57542,0,-150,-18.6951549131321
1.57542,0,-140,-16.6393410699775
1.57542,0,-130,-14.9983270040622
1.57542,0,-120,-14.0169848169402
1.57542,0,-110,-13.1997899131609
1.57542,0,-100,-12.0610552440642
1.57542,0,-90,-10.427142317406
1.57542,0,-80,-8.36655885491865
1.57542,0,-70,-6.07774143268988
1.57542,0,-60,-3.82309789929992
1.57542,0,-50,-1.87072452389968
1.57542,0,-40,-0.452537246129402
1.57542,0,-30,0.245141145915437
1.57542,0,-20,0.0980468422204433
1.57542,0,-10,-0.778995783220011
1.57542,0,0,-1.57988052908407
1.57542,0,10,-1.28986903917003
1.57542,0,20,-0.478167490386552
1.57542,0,30,-0.15927183735287
1.57542,0,40,-0.663194247903458
1.57542,0,50,-1.9352641056332
1.57542,0,60,-3.7577757204014
1.57542,0,70,-5.84588512562939
1.57542,0,80,-7.92755914973558
1.57542,0,90,-9.80494021724142
1.57542,0,100,-11.376329493443
1.57542,0,110,-12.6174697720882
1.57542,0,120,-13.5786292198101
1.57542,0,130,-14.5669879271094
1.57542,0,140,-16.4388574073766
1.57542,0,150,-20.3197248328711
1.57542,0,160,-23.2601797063656
1.57542,0,170,-22.3353712686638
1.57542,0,180,-25.8844943525861
