"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-37.1433040221031
1.57542,0,-170,-23.4971919303024
1.57542,0,-160,-19.7298303566259
1.57542,0,-150,-18.0801518571297
1.57542,0,-140,-16.2025048382181
1.57542,0,-130,-15.1285771936593
1.57542,0,-120,-14.9290717606814
1.57542,0,-110,-14.8692682115096
1.57542,0,-100,-14.2649342639549
1.57542,0,-90,-12.8772151001804
1.57542,0,-80,-10.8479247957368
1.57542,0,-70,-8.48372053340657
1.57542,0,-60,-6.14233531407488
1.57542,0,-50,-4.18215658742833
1.57542,0,-40,-2.94346362170124
1.57542,0,-30,-2.79077317585969
1.57542,0,-20,-4.3044285101274
1.57542,0,-10,-9.09676508694844
1.57542,0,0,-32.0953539244201
1.57542,0,10,-8.72350927088766
1.57542,0,20,-4.01809625209713
1.57542,0,30,-2.4701637599817
1.57542,0,40,-2.56456045668301
1.57542,0,50,-3.75734301983191
1.57542,0,60,-5.69374933600956
1.57542,0,70,-8.02752709922561
1.57542,0,80,-10.401470682062
1.57542,0,90,-12.484078649938
1.57542,0,100,-14.0094023249506
1.57542,0,110,-14.8394440947263
1.57542,0,120,-15.146308245086
1.57542,0,130,-15.5578954805563
1.57542,0,140,-16.8001890628429
1.57542,0,150,-18.5826045921779
1.57542,0,160,-19.5571412908086
1.57542,0,170,-22.4140539293112
1.57542,0,180,-37.143304022103
