"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.1012466417642
1.57542,0,-170,-29.3433099909832
1.57542,0,-160,-32.084812402158
1.57542,0,-150,-30.0811583243885
1.57542,0,-140,-27.5631113801246
1.57542,0,-130,-23.468862632784
1.57542,0,-120,-20.2664074664355
1.57542,0,-110,-18.198771951712
1.57542,0,-100,-16.7290917303952
1.57542,0,-90,-15.5807160180383
1.57542,0,-80,-14.8173181281575
1.57542,0,-70,-14.8203543916293
1.57542,0,-60,-16.5158688004172
1.57542,0,-50,-22.9217600605229
1.57542,0,-40,-18.6685425536857
1.57542,0,-30,-9.57558997215508
1.57542,0,-20,-4.76488442624109
1.57542,0,-10,-2.1642904803308
1.57542,0,0,-1.29251768463655
1.57542,0,10,-2.06331979147508
1.57542,0,20,-4.60520200984326
1.57542,0,30,-9.4618939173139
1.57542,0,40,-18.6212596372579
1.57542,0,50,-20.6912016502102
1.57542,0,60,-15.5734232824554
1.57542,0,70,-14.2954191230333
1.57542,0,80,-14.5745929845316
1.57542,0,90,-15.6014384152763
1.57542,0,100,-17.0651085887103
1.57542,0,110,-18.9895006704892
1.57542,0,120,-21.7426414396769
1.57542,0,130,-25.3042081243411
1.57542,0,140,-25.4140257218892
1.57542,0,150,-23.3763228678145
1.57542,0,160,-24.0806274040829
1.57542,0,170,-26.5794595385925
1.57542,0,180,-27.1012466417642
