"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-39.3304621611837
1.57542,0,-170,-24.9843749181914
1.57542,0,-160,-23.4207216562792
1.57542,0,-150,-23.3246367485026
1.57542,0,-140,-20.0380485874287
1.57542,0,-130,-17.7398971267873
1.57542,0,-120,-16.6472969635919
1.57542,0,-110,-15.7688837641195
1.57542,0,-100,-14.5247838626572
1.57542,0,-90,-12.7709811356867
1.57542,0,-80,-10.5879606103051
1.57542,0,-70,-8.19677489440742
1.57542,0,-60,-5.91385793460851
1.57542,0,-50,-4.08711188858802
1.57542,0,-40,-3.05411309847191
1.57542,0,-30,-3.16653071852279
1.57542,0,-20,-4.97481510651854
1.57542,0,-10,-10.1066622383233
1.57542,0,0,-33.4467802722687
1.57542,0,10,-9.25700608157494
1.57542,0,20,-4.53951512093189
1.57542,0,30,-2.84636108505559
1.57542,0,40,-2.76510976014488
1.57542,0,50,-3.79312804276149
1.57542,0,60,-5.59858411806627
1.57542,0,70,-7.85891752000849
1.57542,0,80,-10.2405237346621
1.57542,0,90,-12.434560819364
1.57542,0,100,-14.2167639341501
1.57542,0,110,-15.4976999751896
1.57542,0,120,-16.4063412110013
1.57542,0,130,-17.4814508842708
1.57542,0,140,-19.6368026688268
1.57542,0,150,-22.8533997375667
1.57542,0,160,-23.952950788904
1.57542,0,170,-26.7490898872308
1.57542,0,180,-39.3304621611838
