"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.8048873515702
1.57542,0,-170,-24.6196353653654
1.57542,0,-160,-21.5533115161112
1.57542,0,-150,-20.5121194649576
1.57542,0,-140,-18.20220140186
1.57542,0,-130,-16.1853439842002
1.57542,0,-120,-15.0026853867973
1.57542,0,-110,-14.0336161887545
1.57542,0,-100,-12.7974950010181
1.57542,0,-90,-11.1391037182186
1.57542,0,-80,-9.08980480841906
1.57542,0,-70,-6.79951847342457
1.57542,0,-60,-4.50871185947162
1.57542,0,-50,-2.48786119786797
1.57542,0,-40,-0.972513819051139
1.57542,0,-30,-0.130301683381181
1.57542,0,-20,-0.0418650264798171
1.57542,0,-10,-0.569230873471313
1.57542,0,0,-1.03554963378311
1.57542,0,10,-0.65631570954757
1.57542,0,20,0.123015935246381
1.57542,0,30,0.438844074049569
1.57542,0,40,-0.0409467916834174
1.57542,0,50,-1.29307695845167
1.57542,0,60,-3.12652970791643
1.57542,0,70,-5.26566201341709
1.57542,0,80,-7.41922887972051
1.57542,0,90,-9.34582169605847
1.57542,0,100,-10.8972125226008
1.57542,0,110,-12.0326777477517
1.57542,0,120,-12.8581995032413
1.57542,0,130,-13.7694287739779
1.57542,0,140,-15.5241203973516
1.57542,0,150,-18.7278087660378
1.57542,0,160,-21.6468004624878
1.57542,0,170,-23.4751618946567
1.57542,0,180,-28.8048873515702
