"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.6966568000902
1.57542,0,-170,-24.9010886696133
1.57542,0,-160,-25.8925635078254
1.57542,0,-150,-22.060367080256
1.57542,0,-140,-19.1171280163029
1.57542,0,-130,-16.1650659410345
1.57542,0,-120,-13.6677668868137
1.57542,0,-110,-11.7847382730801
1.57542,0,-100,-10.2220035716543
1.57542,0,-90,-8.74643277838381
1.57542,0,-80,-7.31647200011278
1.57542,0,-70,-6.04793084503692
1.57542,0,-60,-5.15395045920666
1.57542,0,-50,-4.88192714966765
1.57542,0,-40,-5.38522862931471
1.57542,0,-30,-6.25176033969845
1.57542,0,-20,-5.94466162424228
1.57542,0,-10,-4.44454714617417
1.57542,0,0,-3.71562891835741
1.57542,0,10,-4.50139803406873
1.57542,0,20,-6.04154704830615
1.57542,0,30,-6.28308695376132
1.57542,0,40,-5.34184631277457
1.57542,0,50,-4.82383735043006
1.57542,0,60,-5.10322324673416
1.57542,0,70,-5.99994701358242
1.57542,0,80,-7.25918263880886
1.57542,0,90,-8.67125359704872
1.57542,0,100,-10.1232429624605
1.57542,0,110,-11.649173851656
1.57542,0,120,-13.4660368845065
1.57542,0,130,-15.8590781197941
1.57542,0,140,-18.6638186214397
1.57542,0,150,-21.2690907656886
1.57542,0,160,-24.473787094752
1.57542,0,170,-24.5919022648333
1.57542,0,180,-22.6966568000902
