"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-35.8777171188421
1.57542,0,-170,-25.4439385599942
1.57542,0,-160,-23.6135382872924
1.57542,0,-150,-22.4509074403443
1.57542,0,-140,-19.3436870856422
1.57542,0,-130,-17.4100051660578
1.57542,0,-120,-16.5553936670762
1.57542,0,-110,-15.8557213483332
1.57542,0,-100,-14.7284150320502
1.57542,0,-90,-13.0246955887149
1.57542,0,-80,-10.8466622872729
1.57542,0,-70,-8.43948599715316
1.57542,0,-60,-6.13266616066025
1.57542,0,-50,-4.27592616787696
1.57542,0,-40,-3.20073845753489
1.57542,0,-30,-3.25127975731134
1.57542,0,-20,-4.97804650613527
1.57542,0,-10,-10.0062345859524
1.57542,0,0,-32.0473718707652
1.57542,0,10,-9.22759445204747
1.57542,0,20,-4.52710252329558
1.57542,0,30,-2.89390672433316
1.57542,0,40,-2.89224293628786
1.57542,0,50,-4.00748899944601
1.57542,0,60,-5.90144060766112
1.57542,0,70,-8.24024142162715
1.57542,0,80,-10.6699453138882
1.57542,0,90,-12.8617604015985
1.57542,0,100,-14.5896431335293
1.57542,0,110,-15.8000398548645
1.57542,0,120,-16.7022379843876
1.57542,0,130,-17.9334715231801
1.57542,0,140,-20.5944084057512
1.57542,0,150,-25.0932381093572
1.57542,0,160,-25.9365428799792
1.57542,0,170,-27.7821326290737
1.57542,0,180,-35.8777171188421
