"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-33.8039369564187
1.57542,0,-170,-38.7103611567036
1.57542,0,-160,-32.458904779143
1.57542,0,-150,-27.5335227518553
1.57542,0,-140,-25.6185448251431
1.57542,0,-130,-24.2600331793089
1.57542,0,-120,-22.6575873088697
1.57542,0,-110,-20.9870742494762
1.57542,0,-100,-19.3514387098785
1.57542,0,-90,-17.6748662315541
1.57542,0,-80,-15.7975414755351
1.57542,0,-70,-13.4782193095268
1.57542,0,-60,-10.5090605024901
1.57542,0,-50,-7.02784478988331
1.57542,0,-40,-3.52917847224901
1.57542,0,-30,-0.49303426962049
1.57542,0,-20,1.79880782924672
1.57542,0,-10,3.21798445666306
1.57542,0,0,3.71706119939159
1.57542,0,10,3.29329714639155
1.57542,0,20,1.98057151893337
1.57542,0,30,-0.142091805255928
1.57542,0,40,-2.92198517163096
1.57542,0,50,-6.08720611070897
1.57542,0,60,-9.23767898481233
1.57542,0,70,-11.9795837516811
1.57542,0,80,-14.1496209701769
1.57542,0,90,-15.8246866067801
1.57542,0,100,-17.1388061743669
1.57542,0,110,-18.1995503900125
1.57542,0,120,-19.1268388871571
1.57542,0,130,-20.0954240253839
1.57542,0,140,-21.369406377679
1.57542,0,150,-23.4846815500005
1.57542,0,160,-27.3592941399772
1.57542,0,170,-32.1694248614779
1.57542,0,180,-33.8039369564187
