"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-35.9258893340042
1.57542,0,-170,-25.6793515816062
1.57542,0,-160,-24.8965621643281
1.57542,0,-150,-23.8861150105053
1.57542,0,-140,-19.7480522049044
1.57542,0,-130,-17.4485627476241
1.57542,0,-120,-16.4329670478566
1.57542,0,-110,-15.6198360056494
1.57542,0,-100,-14.4248364163051
1.57542,0,-90,-12.7044869300471
1.57542,0,-80,-10.5402846568466
1.57542,0,-70,-8.15063812294861
1.57542,0,-60,-5.84610436528408
1.57542,0,-50,-3.96801645589378
1.57542,0,-40,-2.84613604386195
1.57542,0,-30,-2.82117794418115
1.57542,0,-20,-4.41569350144567
1.57542,0,-10,-9.07121937207802
1.57542,0,0,-29.73011992363
1.57542,0,10,-9.72674377168426
1.57542,0,20,-4.67471177924488
1.57542,0,30,-2.92648367452456
1.57542,0,40,-2.87956216368098
1.57542,0,50,-3.9770443456488
1.57542,0,60,-5.85759582582632
1.57542,0,70,-8.17651973157543
1.57542,0,80,-10.5797262281468
1.57542,0,90,-12.7399410825971
1.57542,0,100,-14.4248099413702
1.57542,0,110,-15.5771012338481
1.57542,0,120,-16.4314106558727
1.57542,0,130,-17.665280580584
1.57542,0,140,-20.4077979329935
1.57542,0,150,-25.2553771081254
1.57542,0,160,-26.5109288669124
1.57542,0,170,-28.6342892978232
1.57542,0,180,-35.9258893340042
