"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-30.7985833076769
1.57542,0,-170,-32.5103042516451
1.57542,0,-160,-29.8316894536545
1.57542,0,-150,-25.8929839643517
1.57542,0,-140,-23.4607904873081
1.57542,0,-130,-21.3138871607468
1.57542,0,-120,-19.3994902425923
1.57542,0,-110,-17.8002310286772
1.57542,0,-100,-16.3600820784078
1.57542,0,-90,-14.9236493154854
1.57542,0,-80,-13.3964060188277
1.57542,0,-70,-11.6663401606957
1.57542,0,-60,-9.53090245224075
1.57542,0,-50,-6.8373473276339
1.57542,0,-40,-3.80530279662967
1.57542,0,-30,-0.946898087594738
1.57542,0,-20,1.30916122294143
1.57542,0,-10,2.73302314874733
1.57542,0,0,3.22618316382133
1.57542,0,10,2.76490516760122
1.57542,0,20,1.38710188510419
1.57542,0,30,-0.790848844845677
1.57542,0,40,-3.52481861266068
1.57542,0,50,-6.40000352407177
1.57542,0,60,-8.96080993223376
1.57542,0,70,-11.0262056588213
1.57542,0,80,-12.7238948145617
1.57542,0,90,-14.222547162208
1.57542,0,100,-15.6230087064712
1.57542,0,110,-17.0196109232003
1.57542,0,120,-18.5669588333913
1.57542,0,130,-20.4373006126535
1.57542,0,140,-22.6258778571521
1.57542,0,150,-25.1792802564234
1.57542,0,160,-28.9614869146973
1.57542,0,170,-31.6415133186782
1.57542,0,180,-30.7985833076769
