"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-29.6449497225642
1.57542,0,-170,-31.0657115832544
1.57542,0,-160,-26.2956020082778
1.57542,0,-150,-22.8968246341151
1.57542,0,-140,-22.0838756515944
1.57542,0,-130,-21.8343430050352
1.57542,0,-120,-20.976344971069
1.57542,0,-110,-19.6959569379048
1.57542,0,-100,-18.269864200224
1.57542,0,-90,-16.7380990026987
1.57542,0,-80,-15.0365879626688
1.57542,0,-70,-12.9572483007477
1.57542,0,-60,-10.2063378327618
1.57542,0,-50,-6.82399804021168
1.57542,0,-40,-3.34550553399304
1.57542,0,-30,-0.325821118166359
1.57542,0,-20,1.9332561222683
1.57542,0,-10,3.3137990664062
1.57542,0,0,3.77511172761574
1.57542,0,10,3.3055434654987
1.57542,0,20,1.91617988865033
1.57542,0,30,-0.342756279052946
1.57542,0,40,-3.32736048795989
1.57542,0,50,-6.69831328320008
1.57542,0,60,-9.88511443480393
1.57542,0,70,-12.4023031128565
1.57542,0,80,-14.2683370398791
1.57542,0,90,-15.7837677327525
1.57542,0,100,-17.163644154617
1.57542,0,110,-18.5164435486053
1.57542,0,120,-19.8818654136634
1.57542,0,130,-21.0739766192922
1.57542,0,140,-21.7958093868256
1.57542,0,150,-22.8815061291024
1.57542,0,160,-26.1197487626295
1.57542,0,170,-29.9379743027752
1.57542,0,180,-29.6449497225642
