"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-42.5036299670363
1.57542,0,-170,-22.3581861480086
1.57542,0,-160,-19.367948372064
1.57542,0,-150,-18.1102492387245
1.57542,0,-140,-16.1374997102624
1.57542,0,-130,-14.947972935232
1.57542,0,-120,-14.6666127381478
1.57542,0,-110,-14.4682513860717
1.57542,0,-100,-13.6880058586643
1.57542,0,-90,-12.1737995480646
1.57542,0,-80,-10.0881464254493
1.57542,0,-70,-7.70723245952126
1.57542,0,-60,-5.36124299220875
1.57542,0,-50,-3.39808105675511
1.57542,0,-40,-2.15934122593491
1.57542,0,-30,-2.00693178707494
1.57542,0,-20,-3.48485081360654
1.57542,0,-10,-8.02033668006987
1.57542,0,0,-28.933750088823
1.57542,0,10,-9.31165170110854
1.57542,0,20,-4.3176231368161
1.57542,0,30,-2.71201416578641
1.57542,0,40,-2.77983675045023
1.57542,0,50,-3.9501246214852
1.57542,0,60,-5.87921052941221
1.57542,0,70,-8.23744533329479
1.57542,0,80,-10.6720728018045
1.57542,0,90,-12.8395966943421
1.57542,0,100,-14.4547106609762
1.57542,0,110,-15.3424782891866
1.57542,0,120,-15.6150503386226
1.57542,0,130,-15.9040562569293
1.57542,0,140,-17.0521738996598
1.57542,0,150,-18.9730131592811
1.57542,0,160,-20.2510199970522
1.57542,0,170,-23.6553086299744
1.57542,0,180,-42.5036299670365
