"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.6760678148321
1.57542,0,-170,-28.4620741119977
1.57542,0,-160,-25.6655018126136
1.57542,0,-150,-24.7397210265999
1.57542,0,-140,-25.989294742787
1.57542,0,-130,-24.1344674501627
1.57542,0,-120,-20.6599351169641
1.57542,0,-110,-18.1540359784209
1.57542,0,-100,-16.3268150534333
1.57542,0,-90,-14.8604841651699
1.57542,0,-80,-13.7458895570103
1.57542,0,-70,-13.2529402455937
1.57542,0,-60,-14.0280677547586
1.57542,0,-50,-17.7270343965965
1.57542,0,-40,-21.1156141714392
1.57542,0,-30,-10.8495647936614
1.57542,0,-20,-5.35303094039475
1.57542,0,-10,-2.53853879125862
1.57542,0,0,-1.6643502937591
1.57542,0,10,-2.55588374665393
1.57542,0,20,-5.31218952092232
1.57542,0,30,-10.5104472453085
1.57542,0,40,-20.0970371563985
1.57542,0,50,-19.5163057769701
1.57542,0,60,-15.2007103370015
1.57542,0,70,-14.0943336863861
1.57542,0,80,-14.329823069197
1.57542,0,90,-15.178046466175
1.57542,0,100,-16.3169534182054
1.57542,0,110,-17.7070560304201
1.57542,0,120,-19.6238825955313
1.57542,0,130,-22.5864165788025
1.57542,0,140,-26.6625682941758
1.57542,0,150,-30.039420511744
1.57542,0,160,-31.137840877961
1.57542,0,170,-28.4861448840192
1.57542,0,180,-27.6760678148321
