"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.6498527402228
1.57542,0,-170,-29.9769204198999
1.57542,0,-160,-27.5745402969709
1.57542,0,-150,-24.1786092823965
1.57542,0,-140,-22.9967405017695
1.57542,0,-130,-22.105006164716
1.57542,0,-120,-20.6751915507171
1.57542,0,-110,-19.1121213980379
1.57542,0,-100,-17.5942673868241
1.57542,0,-90,-16.07223126745
1.57542,0,-80,-14.4540260952774
1.57542,0,-70,-12.5468720588307
1.57542,0,-60,-10.0476364335981
1.57542,0,-50,-6.89725111421802
1.57542,0,-40,-3.54993644444686
1.57542,0,-30,-0.57326045027544
1.57542,0,-20,1.68959896815698
1.57542,0,-10,3.08914392771811
1.57542,0,0,3.56827212693958
1.57542,0,10,3.11308708681689
1.57542,0,20,1.74149120525871
1.57542,0,30,-0.490202741105788
1.57542,0,40,-3.44265501499026
1.57542,0,50,-6.79565264124971
1.57542,0,60,-10.0055410957018
1.57542,0,70,-12.5958636362511
1.57542,0,80,-14.5651999342755
1.57542,0,90,-16.1972916099673
1.57542,0,100,-17.7096266266312
1.57542,0,110,-19.2339058130423
1.57542,0,120,-20.8322101526126
1.57542,0,130,-22.1825529377183
1.57542,0,140,-22.70176463998
1.57542,0,150,-23.5397236544395
1.57542,0,160,-27.0132681487172
1.57542,0,170,-30.6664543802206
1.57542,0,180,-28.6498527402228
