"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-38.7178076981383
1.57542,0,-170,-26.1541718761596
1.57542,0,-160,-23.5682123252882
1.57542,0,-150,-23.0026927326734
1.57542,0,-140,-20.0047522984662
1.57542,0,-130,-17.8100790594773
1.57542,0,-120,-16.703714931428
1.57542,0,-110,-15.7749316724748
1.57542,0,-100,-14.4719135980962
1.57542,0,-90,-12.6730589758898
1.57542,0,-80,-10.4758240053209
1.57542,0,-70,-8.1009886401657
1.57542,0,-60,-5.84971831911434
1.57542,0,-50,-4.05083811877008
1.57542,0,-40,-3.02606847108553
1.57542,0,-30,-3.11409247068987
1.57542,0,-20,-4.84308350837654
1.57542,0,-10,-9.71364784036286
1.57542,0,0,-30.9623250714776
1.57542,0,10,-9.83005179111736
1.57542,0,20,-4.93707732263294
1.57542,0,30,-3.22638084429776
1.57542,0,40,-3.17844830984137
1.57542,0,50,-4.25786343103755
1.57542,0,60,-6.11449423357706
1.57542,0,70,-8.41171389067747
1.57542,0,80,-10.8053191471456
1.57542,0,90,-12.981648103677
1.57542,0,100,-14.7129746355074
1.57542,0,110,-15.9048864842025
1.57542,0,120,-16.703008641525
1.57542,0,130,-17.7045354930855
1.57542,0,140,-19.8919603595013
1.57542,0,150,-23.0965439534851
1.57542,0,160,-23.3807738623647
1.57542,0,170,-25.0613202750317
1.57542,0,180,-38.7178076981383
