"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.6391580359632
1.57542,0,-170,-25.2359909961168
1.57542,0,-160,-20.6781792808899
1.57542,0,-150,-18.5665629099546
1.57542,0,-140,-16.2526922619863
1.57542,0,-130,-14.4084042660127
1.57542,0,-120,-13.2753849883246
1.57542,0,-110,-12.3312138772796
1.57542,0,-100,-11.1238506489825
1.57542,0,-90,-9.49241912792968
1.57542,0,-80,-7.48449781154332
1.57542,0,-70,-5.27546169342219
1.57542,0,-60,-3.12092182104983
1.57542,0,-50,-1.29706998797891
1.57542,0,-40,-0.0458904493475042
1.57542,0,-30,0.450256609053995
1.57542,0,-20,0.0956911723729977
1.57542,0,-10,-0.929623700541261
1.57542,0,0,-1.72228978381199
1.57542,0,10,-1.36702560215741
1.57542,0,20,-0.612013246485222
1.57542,0,30,-0.393089349092524
1.57542,0,40,-0.959960804987631
1.57542,0,50,-2.25116580852398
1.57542,0,60,-4.07188307082695
1.57542,0,70,-6.15572491241328
1.57542,0,80,-8.23463071857301
1.57542,0,90,-10.1101676678526
1.57542,0,100,-11.6893204298807
1.57542,0,110,-12.9676043597902
1.57542,0,120,-14.0248475956656
1.57542,0,130,-15.2061011735025
1.57542,0,140,-17.3963672342289
1.57542,0,150,-21.5456631248209
1.57542,0,160,-23.4703940368851
1.57542,0,170,-22.8960532455711
1.57542,0,180,-27.6391580359632
