"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.7400661749646
1.57542,0,-170,-27.2705145108577
1.57542,0,-160,-25.3415719453438
1.57542,0,-150,-24.6248649656682
1.57542,0,-140,-25.3690120174805
1.57542,0,-130,-23.2987176863957
1.57542,0,-120,-20.2526905183631
1.57542,0,-110,-18.0445104830161
1.57542,0,-100,-16.3772960640069
1.57542,0,-90,-14.9931954043927
1.57542,0,-80,-13.9339617917018
1.57542,0,-70,-13.5096801376021
1.57542,0,-60,-14.427044168872
1.57542,0,-50,-18.6109478763945
1.57542,0,-40,-21.3809371010509
1.57542,0,-30,-10.664866859857
1.57542,0,-20,-5.26625009813167
1.57542,0,-10,-2.48795089898267
1.57542,0,0,-1.61017028243025
1.57542,0,10,-2.47433189104448
1.57542,0,20,-5.18262937850607
1.57542,0,30,-10.2811786333572
1.57542,0,40,-19.4806944892656
1.57542,0,50,-19.3232004502898
1.57542,0,60,-15.0304861178555
1.57542,0,70,-13.8793551275407
1.57542,0,80,-14.09618948056
1.57542,0,90,-14.9581636047172
1.57542,0,100,-16.1462522256439
1.57542,0,110,-17.6326409870768
1.57542,0,120,-19.7223619123272
1.57542,0,130,-23.0151821553075
1.57542,0,140,-27.6493677756714
1.57542,0,150,-30.9554908800557
1.57542,0,160,-31.351177331149
1.57542,0,170,-28.1014042584215
1.57542,0,180,-26.7400661749646
