"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-21.5994837978487
1.57542,0,-170,-24.362644216466
1.57542,0,-160,-28.1247089249163
1.57542,0,-150,-22.4867495545125
1.57542,0,-140,-18.7039474524426
1.57542,0,-130,-15.7239700214045
1.57542,0,-120,-13.3727554041127
1.57542,0,-110,-11.5882718283246
1.57542,0,-100,-10.0861275718572
1.57542,0,-90,-8.66200470152373
1.57542,0,-80,-7.28644554098358
1.57542,0,-70,-6.0719126223162
1.57542,0,-60,-5.21764322171506
1.57542,0,-50,-4.94740062219181
1.57542,0,-40,-5.37791249553927
1.57542,0,-30,-6.09314933648032
1.57542,0,-20,-5.76010162245658
1.57542,0,-10,-4.38088400182826
1.57542,0,0,-3.67858768716915
1.57542,0,10,-4.34634988257583
1.57542,0,20,-5.68155847620841
1.57542,0,30,-5.96655251529556
1.57542,0,40,-5.24246962067259
1.57542,0,50,-4.83692226266009
1.57542,0,60,-5.1460144266958
1.57542,0,70,-6.04259165886043
1.57542,0,80,-7.29512955463196
1.57542,0,90,-8.6960774429297
1.57542,0,100,-10.1259852535568
1.57542,0,110,-11.6134196065371
1.57542,0,120,-13.372940943664
1.57542,0,130,-15.7221120198588
1.57542,0,140,-18.8162971986816
1.57542,0,150,-23.0066079755787
1.57542,0,160,-29.918529021458
1.57542,0,170,-24.6382273825577
1.57542,0,180,-21.5994837978487
