"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.4875314459486
1.57542,0,-170,-24.6466827427171
1.57542,0,-160,-21.4212896798645
1.57542,0,-150,-20.4064641711754
1.57542,0,-140,-18.3283201917054
1.57542,0,-130,-16.2771611035729
1.57542,0,-120,-15.017051922889
1.57542,0,-110,-14.0179200487992
1.57542,0,-100,-12.7761316103419
1.57542,0,-90,-11.1090999825299
1.57542,0,-80,-9.05158839545298
1.57542,0,-70,-6.76403850841887
1.57542,0,-60,-4.48746933519554
1.57542,0,-50,-2.48669460190515
1.57542,0,-40,-0.997928883138686
1.57542,0,-30,-0.208060195544546
1.57542,0,-20,-0.235784767160353
1.57542,0,-10,-0.966134547177584
1.57542,0,0,-1.61028143906944
1.57542,0,10,-1.16719056080455
1.57542,0,20,-0.216974245832212
1.57542,0,30,0.208268464270518
1.57542,0,40,-0.216923834366882
1.57542,0,50,-1.42956560899717
1.57542,0,60,-3.2184035873354
1.57542,0,70,-5.30941681877751
1.57542,0,80,-7.42296662424286
1.57542,0,90,-9.32819053289989
1.57542,0,100,-10.8836945735447
1.57542,0,110,-12.0517698594165
1.57542,0,120,-12.9207780330374
1.57542,0,130,-13.829398510672
1.57542,0,140,-15.4718732985661
1.57542,0,150,-18.403729731954
1.57542,0,160,-20.9330950929854
1.57542,0,170,-22.2212172164697
1.57542,0,180,-26.4875314459486
