"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.8155174386997
1.57542,0,-170,-30.8466804946268
1.57542,0,-160,-28.0630390538954
1.57542,0,-150,-24.4372466235312
1.57542,0,-140,-23.6129775345404
1.57542,0,-130,-22.9972796478556
1.57542,0,-120,-21.4817081505026
1.57542,0,-110,-19.8054219702867
1.57542,0,-100,-18.2362753179197
1.57542,0,-90,-16.6799896048817
1.57542,0,-80,-15.0124734087369
1.57542,0,-70,-13.0152628376938
1.57542,0,-60,-10.3726278019245
1.57542,0,-50,-7.06511903133562
1.57542,0,-40,-3.60056528778544
1.57542,0,-30,-0.555187880628094
1.57542,0,-20,1.74454824851977
1.57542,0,-10,3.16443827072114
1.57542,0,0,3.65123883846259
1.57542,0,10,3.18493023079599
1.57542,0,20,1.77474730181116
1.57542,0,30,-0.526473432046705
1.57542,0,40,-3.56823496044718
1.57542,0,50,-6.99537736696596
1.57542,0,60,-10.2269845586805
1.57542,0,70,-12.8109066645484
1.57542,0,80,-14.7982445107004
1.57542,0,90,-16.4705403792653
1.57542,0,100,-18.0245123946863
1.57542,0,110,-19.5892260580601
1.57542,0,120,-21.2313758618694
1.57542,0,130,-22.5623830109091
1.57542,0,140,-22.8514964314215
1.57542,0,150,-23.4299321203171
1.57542,0,160,-26.8868174121299
1.57542,0,170,-31.0033181126286
1.57542,0,180,-28.8155174386997
