"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-39.9393906652534
1.57542,0,-170,-25.6421986059536
1.57542,0,-160,-24.0973054316935
1.57542,0,-150,-23.9973099812143
1.57542,0,-140,-20.2938870890782
1.57542,0,-130,-17.8739189788338
1.57542,0,-120,-16.7875595190091
1.57542,0,-110,-15.9643317740872
1.57542,0,-100,-14.7794903001144
1.57542,0,-90,-13.0580230366273
1.57542,0,-80,-10.8698785095606
1.57542,0,-70,-8.43929353236261
1.57542,0,-60,-6.09111788698037
1.57542,0,-50,-4.1832299549844
1.57542,0,-40,-3.06189287369019
1.57542,0,-30,-3.08215624524727
1.57542,0,-20,-4.78565543433317
1.57542,0,-10,-9.72439964497562
1.57542,0,0,-32.4191658903826
1.57542,0,10,-9.48516851043675
1.57542,0,20,-4.69889076034384
1.57542,0,30,-3.02081495436409
1.57542,0,40,-2.96290825596953
1.57542,0,50,-4.00881104138354
1.57542,0,60,-5.8251311186748
1.57542,0,70,-8.08982319714772
1.57542,0,80,-10.4756665831021
1.57542,0,90,-12.6832677500721
1.57542,0,100,-14.4832350018127
1.57542,0,110,-15.7460428258457
1.57542,0,120,-16.5434458139234
1.57542,0,130,-17.4059874194385
1.57542,0,140,-19.2742044220399
1.57542,0,150,-22.268871825721
1.57542,0,160,-23.6369369835392
1.57542,0,170,-26.3382348260757
1.57542,0,180,-39.9393906652534
