"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-23.404931915406
1.57542,0,-170,-26.4794981412922
1.57542,0,-160,-31.1484205953358
1.57542,0,-150,-24.0811305398956
1.57542,0,-140,-19.5498132739146
1.57542,0,-130,-16.1291419547498
1.57542,0,-120,-13.6452343351795
1.57542,0,-110,-11.8394119566947
1.57542,0,-100,-10.3298200753896
1.57542,0,-90,-8.88737371202246
1.57542,0,-80,-7.48047597869088
1.57542,0,-70,-6.22113643903105
1.57542,0,-60,-5.30556131929038
1.57542,0,-50,-4.94978414120755
1.57542,0,-40,-5.24636171805651
1.57542,0,-30,-5.7278397645318
1.57542,0,-20,-5.14577904314207
1.57542,0,-10,-3.70734077128944
1.57542,0,0,-3.0360462744776
1.57542,0,10,-3.75670542452126
1.57542,0,20,-5.24354608432339
1.57542,0,30,-5.81882357249409
1.57542,0,40,-5.29552011975766
1.57542,0,50,-4.97148946230875
1.57542,0,60,-5.30681041461622
1.57542,0,70,-6.20258939088172
1.57542,0,80,-7.44307996426722
1.57542,0,90,-8.8296313103098
1.57542,0,100,-10.2418413732403
1.57542,0,110,-11.699817289531
1.57542,0,120,-13.4214913158711
1.57542,0,130,-15.7832484226484
1.57542,0,140,-19.0847626860953
1.57542,0,150,-23.6390967308102
1.57542,0,160,-31.1275847773603
1.57542,0,170,-26.5962112600504
1.57542,0,180,-23.404931915406
