"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-24.9442133163403
1.57542,0,-170,-25.5435183580787
1.57542,0,-160,-24.2069252290786
1.57542,0,-150,-23.4246787939714
1.57542,0,-140,-24.164859988086
1.57542,0,-130,-22.6991829484995
1.57542,0,-120,-19.9112994718402
1.57542,0,-110,-17.7530640366553
1.57542,0,-100,-16.0920761023998
1.57542,0,-90,-14.696696681577
1.57542,0,-80,-13.6098360864269
1.57542,0,-70,-13.1301452499478
1.57542,0,-60,-13.9068348886085
1.57542,0,-50,-17.4531488539979
1.57542,0,-40,-19.9147025998609
1.57542,0,-30,-10.6307610215299
1.57542,0,-20,-5.31830672566248
1.57542,0,-10,-2.5599372285645
1.57542,0,0,-1.69418717766373
1.57542,0,10,-2.57121335871141
1.57542,0,20,-5.29913327429067
1.57542,0,30,-10.4900281648439
1.57542,0,40,-20.895266139697
1.57542,0,50,-20.3796499520465
1.57542,0,60,-15.3234210311819
1.57542,0,70,-14.091324973127
1.57542,0,80,-14.3336271848557
1.57542,0,90,-15.2626409226696
1.57542,0,100,-16.5357617754268
1.57542,0,110,-18.09917605245
1.57542,0,120,-20.2222706285031
1.57542,0,130,-23.3623847547629
1.57542,0,140,-27.0830167797288
1.57542,0,150,-29.8806223866527
1.57542,0,160,-31.8201795013538
1.57542,0,170,-27.0522739971229
1.57542,0,180,-24.9442133163403
