"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.1821654585265
1.57542,0,-170,-25.6496090996889
1.57542,0,-160,-22.021962591051
1.57542,0,-150,-20.9470858690147
1.57542,0,-140,-18.3775341019994
1.57542,0,-130,-16.0529743388377
1.57542,0,-120,-14.6796509125207
1.57542,0,-110,-13.6353738910985
1.57542,0,-100,-12.4071547914465
1.57542,0,-90,-10.793607851681
1.57542,0,-80,-8.7988411634263
1.57542,0,-70,-6.56389144203234
1.57542,0,-60,-4.32753844070562
1.57542,0,-50,-2.36007644011348
1.57542,0,-40,-0.896759520181
1.57542,0,-30,-0.10752837760118
1.57542,0,-20,-0.0790091607633498
1.57542,0,-10,-0.667426655735379
1.57542,0,0,-1.14395220786012
1.57542,0,10,-0.688425335949759
1.57542,0,20,0.166811420572787
1.57542,0,30,0.513470776650127
1.57542,0,40,0.0372696568756989
1.57542,0,50,-1.21777609992424
1.57542,0,60,-3.05265236804007
1.57542,0,70,-5.19422323801791
1.57542,0,80,-7.35756516237825
1.57542,0,90,-9.30596871228548
1.57542,0,100,-10.8899692295462
1.57542,0,110,-12.0577282889053
1.57542,0,120,-12.9009537103108
1.57542,0,130,-13.8351335420302
1.57542,0,140,-15.7257246928326
1.57542,0,150,-19.391218745286
1.57542,0,160,-22.2296289993048
1.57542,0,170,-22.8436350529582
1.57542,0,180,-28.1821654585264
