"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.2150604754061
1.57542,0,-170,-26.5424074538532
1.57542,0,-160,-24.8248518313921
1.57542,0,-150,-23.7263460400818
1.57542,0,-140,-24.1276729019664
1.57542,0,-130,-22.4563527375425
1.57542,0,-120,-19.7027062181968
1.57542,0,-110,-17.6326179026471
1.57542,0,-100,-16.0739726555531
1.57542,0,-90,-14.7703772340101
1.57542,0,-80,-13.7560546289411
1.57542,0,-70,-13.3386836580516
1.57542,0,-60,-14.1948794631787
1.57542,0,-50,-17.9813344955587
1.57542,0,-40,-20.5162271343014
1.57542,0,-30,-10.7304887618168
1.57542,0,-20,-5.39499673909902
1.57542,0,-10,-2.66531103281975
1.57542,0,0,-1.88195343610523
1.57542,0,10,-2.93337744270086
1.57542,0,20,-6.03027970246041
1.57542,0,30,-12.1720205493169
1.57542,0,40,-25.8630511953188
1.57542,0,50,-17.1577112560507
1.57542,0,60,-13.493933694905
1.57542,0,70,-12.7192598523131
1.57542,0,80,-13.1349509406921
1.57542,0,90,-14.087401779739
1.57542,0,100,-15.2623950046552
1.57542,0,110,-16.5973253702723
1.57542,0,120,-18.3072746835277
1.57542,0,130,-20.7943416351236
1.57542,0,140,-24.1749661656338
1.57542,0,150,-28.1144457783776
1.57542,0,160,-32.9429128081837
1.57542,0,170,-28.9310015473422
1.57542,0,180,-26.2150604754061
