"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.2521796897791
1.57542,0,-170,-26.8052458683358
1.57542,0,-160,-29.3941079857633
1.57542,0,-150,-29.7949959514889
1.57542,0,-140,-28.099645426317
1.57542,0,-130,-24.1062323351597
1.57542,0,-120,-20.7505173089531
1.57542,0,-110,-18.5056316375348
1.57542,0,-100,-16.8815094116237
1.57542,0,-90,-15.6100416557267
1.57542,0,-80,-14.7460297776034
1.57542,0,-70,-14.6544675492813
1.57542,0,-60,-16.2383991802877
1.57542,0,-50,-22.5911388952687
1.57542,0,-40,-19.1924702138856
1.57542,0,-30,-9.67236633545738
1.57542,0,-20,-4.78992585658608
1.57542,0,-10,-2.19018519019399
1.57542,0,0,-1.34847693343067
1.57542,0,10,-2.17043748992527
1.57542,0,20,-4.79900222069472
1.57542,0,30,-9.85418824650684
1.57542,0,40,-20.0152738242649
1.57542,0,50,-20.8328094744634
1.57542,0,60,-15.4343733373104
1.57542,0,70,-14.1697043589614
1.57542,0,80,-14.4435991943997
1.57542,0,90,-15.4387432879014
1.57542,0,100,-16.8309873264127
1.57542,0,110,-18.6193116625075
1.57542,0,120,-21.1624640159111
1.57542,0,130,-24.7647663003173
1.57542,0,140,-26.191014871397
1.57542,0,150,-24.6319941218063
1.57542,0,160,-25.7404686502332
1.57542,0,170,-28.0021598949896
1.57542,0,180,-26.2521796897791
