"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-20.3079309514407
1.57542,0,-170,-22.3569204459584
1.57542,0,-160,-26.2390362694781
1.57542,0,-150,-23.6317974923289
1.57542,0,-140,-19.9310666070838
1.57542,0,-130,-16.4499995649752
1.57542,0,-120,-13.7647705794688
1.57542,0,-110,-11.8122652155896
1.57542,0,-100,-10.2117502933204
1.57542,0,-90,-8.71561665994997
1.57542,0,-80,-7.27985507855888
1.57542,0,-70,-6.01396960664331
1.57542,0,-60,-5.12881172743354
1.57542,0,-50,-4.8959477227058
1.57542,0,-40,-5.57508541635091
1.57542,0,-30,-7.03799466494269
1.57542,0,-20,-7.57408025718654
1.57542,0,-10,-6.10016134718066
1.57542,0,0,-5.09443789916395
1.57542,0,10,-5.56845454814551
1.57542,0,20,-6.45206445350951
1.57542,0,30,-5.98080200232405
1.57542,0,40,-4.90984046666732
1.57542,0,50,-4.46366445058246
1.57542,0,60,-4.8029895264893
1.57542,0,70,-5.72685901682223
1.57542,0,80,-6.98905778673029
1.57542,0,90,-8.38412433890032
1.57542,0,100,-9.79793264901536
1.57542,0,110,-11.262170302594
1.57542,0,120,-12.9916955426916
1.57542,0,130,-15.2954910956391
1.57542,0,140,-18.2721887696346
1.57542,0,150,-22.0442607672885
1.57542,0,160,-26.8288025722899
1.57542,0,170,-22.9612714926354
1.57542,0,180,-20.3079309514407
