"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-34.6603942999853
1.57542,0,-170,-24.9825995925351
1.57542,0,-160,-23.5948047400074
1.57542,0,-150,-23.6431134980164
1.57542,0,-140,-20.1636336267898
1.57542,0,-130,-17.7828535095643
1.57542,0,-120,-16.6940588077481
1.57542,0,-110,-15.8350676432891
1.57542,0,-100,-14.5771046399976
1.57542,0,-90,-12.790135040555
1.57542,0,-80,-10.5923610012099
1.57542,0,-70,-8.21419733628517
1.57542,0,-60,-5.95229033679434
1.57542,0,-50,-4.12782832378135
1.57542,0,-40,-3.06047730126166
1.57542,0,-30,-3.09416099124494
1.57542,0,-20,-4.76433238400255
1.57542,0,-10,-9.56978011694618
1.57542,0,0,-32.3466343298908
1.57542,0,10,-9.70360960091117
1.57542,0,20,-4.72899454985831
1.57542,0,30,-2.94566784085434
1.57542,0,40,-2.81477428773933
1.57542,0,50,-3.80468809663096
1.57542,0,60,-5.57639745565027
1.57542,0,70,-7.80559941622639
1.57542,0,80,-10.1573849603935
1.57542,0,90,-12.3210130222122
1.57542,0,100,-14.0685769257935
1.57542,0,110,-15.3204327686686
1.57542,0,120,-16.2604754189856
1.57542,0,130,-17.5118208143854
1.57542,0,140,-20.0913855219001
1.57542,0,150,-23.8687230544078
1.57542,0,160,-24.159294958027
1.57542,0,170,-26.0636475868093
1.57542,0,180,-34.6603942999853
