"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.69484984061
1.57542,0,-170,-23.3729057266966
1.57542,0,-160,-22.2473284364344
1.57542,0,-150,-19.3153413625411
1.57542,0,-140,-15.7583118875846
1.57542,0,-130,-13.8910023609074
1.57542,0,-120,-12.9746978389726
1.57542,0,-110,-12.1509905594416
1.57542,0,-100,-10.983776536381
1.57542,0,-90,-9.38041844050019
1.57542,0,-80,-7.40594824969283
1.57542,0,-70,-5.21946894348798
1.57542,0,-60,-3.06057469730163
1.57542,0,-50,-1.21357296691461
1.57542,0,-40,0.0481832240936584
1.57542,0,-30,0.519845681478104
1.57542,0,-20,0.141490753647663
1.57542,0,-10,-0.791642760095843
1.57542,0,0,-1.33141190487678
1.57542,0,10,-0.857483576762931
1.57542,0,20,-0.240942207501206
1.57542,0,30,-0.271141062757016
1.57542,0,40,-1.09491390623199
1.57542,0,50,-2.61462441651939
1.57542,0,60,-4.65377310744017
1.57542,0,70,-6.97551990307279
1.57542,0,80,-9.30789738362877
1.57542,0,90,-11.4059781641699
1.57542,0,100,-13.1121889169487
1.57542,0,110,-14.391819240531
1.57542,0,120,-15.4289420749859
1.57542,0,130,-16.7866742864996
1.57542,0,140,-19.1735682872172
1.57542,0,150,-21.5494376164223
1.57542,0,160,-21.6711049819631
1.57542,0,170,-24.0251415921113
1.57542,0,180,-27.69484984061
