"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.4189665735178
1.57542,0,-170,-29.933981784027
1.57542,0,-160,-34.422557678769
1.57542,0,-150,-31.8634910345472
1.57542,0,-140,-27.4671045260177
1.57542,0,-130,-22.7724858473256
1.57542,0,-120,-19.5698081522095
1.57542,0,-110,-17.5300536390445
1.57542,0,-100,-16.0552481119739
1.57542,0,-90,-14.8536568417673
1.57542,0,-80,-13.9609313983261
1.57542,0,-70,-13.701571583709
1.57542,0,-60,-14.8249937425087
1.57542,0,-50,-19.5465814462042
1.57542,0,-40,-22.3119348547223
1.57542,0,-30,-10.8699532851876
1.57542,0,-20,-5.43568080347667
1.57542,0,-10,-2.61509641749045
1.57542,0,0,-1.70206726990143
1.57542,0,10,-2.56838306263654
1.57542,0,20,-5.3855981953747
1.57542,0,30,-10.9771490353557
1.57542,0,40,-23.9410139531911
1.57542,0,50,-19.0021026201757
1.57542,0,60,-14.4476210576401
1.57542,0,70,-13.4740391206422
1.57542,0,80,-13.8549212373751
1.57542,0,90,-14.8662480467858
1.57542,0,100,-16.2178805485167
1.57542,0,110,-17.9175428365271
1.57542,0,120,-20.2819592512139
1.57542,0,130,-23.57313164267
1.57542,0,140,-25.3785042085627
1.57542,0,150,-24.2397777821612
1.57542,0,160,-24.8876937031922
1.57542,0,170,-27.0387469700926
1.57542,0,180,-27.4189665735178
