"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.6343025102819
1.57542,0,-170,-31.3165939170017
1.57542,0,-160,-38.6137805005156
1.57542,0,-150,-34.615165751386
1.57542,0,-140,-28.0018240221993
1.57542,0,-130,-22.9382499120217
1.57542,0,-120,-19.8412956085786
1.57542,0,-110,-17.946267335978
1.57542,0,-100,-16.6033049866564
1.57542,0,-90,-15.5412501159326
1.57542,0,-80,-14.8372911930558
1.57542,0,-70,-14.8765390645046
1.57542,0,-60,-16.6018530281716
1.57542,0,-50,-23.8094733807237
1.57542,0,-40,-20.1798000630058
1.57542,0,-30,-9.99969091829213
1.57542,0,-20,-4.96679108664521
1.57542,0,-10,-2.2624225902794
1.57542,0,0,-1.34670603979836
1.57542,0,10,-2.12260986128027
1.57542,0,20,-4.72926457651321
1.57542,0,30,-9.7966733186927
1.57542,0,40,-19.9197959341105
1.57542,0,50,-20.0100937659959
1.57542,0,60,-14.9982074989527
1.57542,0,70,-13.8378140057694
1.57542,0,80,-14.1776677119091
1.57542,0,90,-15.2448157074218
1.57542,0,100,-16.737631119886
1.57542,0,110,-18.6568863724311
1.57542,0,120,-21.3143929243037
1.57542,0,130,-24.8415058118963
1.57542,0,140,-26.0042622556951
1.57542,0,150,-24.477251029324
1.57542,0,160,-25.2970712930415
1.57542,0,170,-28.0149825578326
1.57542,0,180,-28.6343025102819
