"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-39.525663062671
1.57542,0,-170,-26.2795737595888
1.57542,0,-160,-25.124641177512
1.57542,0,-150,-24.2999747648618
1.57542,0,-140,-19.8267780438524
1.57542,0,-130,-17.3302936288327
1.57542,0,-120,-16.2366913462332
1.57542,0,-110,-15.4169828697653
1.57542,0,-100,-14.2419193630598
1.57542,0,-90,-12.5417547559035
1.57542,0,-80,-10.4003819553105
1.57542,0,-70,-8.04461858936972
1.57542,0,-60,-5.78423135734185
1.57542,0,-50,-3.95687638642235
1.57542,0,-40,-2.89876506806988
1.57542,0,-30,-2.96514148506208
1.57542,0,-20,-4.68911986048268
1.57542,0,-10,-9.55991149047139
1.57542,0,0,-33.0511631374319
1.57542,0,10,-9.73652555509445
1.57542,0,20,-4.80383351814391
1.57542,0,30,-3.0649815474497
1.57542,0,40,-2.98917420299122
1.57542,0,50,-4.03992835181999
1.57542,0,60,-5.86380091829655
1.57542,0,70,-8.12227790044285
1.57542,0,80,-10.4753953095873
1.57542,0,90,-12.6161856383948
1.57542,0,100,-14.3218575439783
1.57542,0,110,-15.5164720240397
1.57542,0,120,-16.3925170744139
1.57542,0,130,-17.5892411767705
1.57542,0,140,-20.126136493198
1.57542,0,150,-23.7974653641775
1.57542,0,160,-24.0479908868115
1.57542,0,170,-26.1003093073904
1.57542,0,180,-39.525663062671
