"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-37.7116375825014
1.57542,0,-170,-27.2792691920359
1.57542,0,-160,-26.4851253610194
1.57542,0,-150,-24.4346930739883
1.57542,0,-140,-19.4722794557903
1.57542,0,-130,-17.0044301460399
1.57542,0,-120,-15.9663085207077
1.57542,0,-110,-15.2214080952358
1.57542,0,-100,-14.1356716092606
1.57542,0,-90,-12.5193188573054
1.57542,0,-80,-10.4428884550506
1.57542,0,-70,-8.1251750594792
1.57542,0,-60,-5.87274188084795
1.57542,0,-50,-4.02584674686119
1.57542,0,-40,-2.92794364644698
1.57542,0,-30,-2.95569341216498
1.57542,0,-20,-4.70352240613734
1.57542,0,-10,-9.86684442301683
1.57542,0,0,-26.6543179672769
1.57542,0,10,-8.60073963112242
1.57542,0,20,-4.08711653969483
1.57542,0,30,-2.54671152371504
1.57542,0,40,-2.61491021009288
1.57542,0,50,-3.772745689791
1.57542,0,60,-5.66653697470178
1.57542,0,70,-7.95967481096938
1.57542,0,80,-10.3181403284949
1.57542,0,90,-12.4492050037706
1.57542,0,100,-14.1602289699847
1.57542,0,110,-15.4145489543712
1.57542,0,120,-16.4277527838698
1.57542,0,130,-17.863883150217
1.57542,0,140,-20.9597104110296
1.57542,0,150,-26.2443372430242
1.57542,0,160,-25.7855095690359
1.57542,0,170,-26.860004459275
1.57542,0,180,-37.7116375825014
