"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-40.1824830085746
1.57542,0,-170,-26.9668284059698
1.57542,0,-160,-24.9628561671573
1.57542,0,-150,-24.5665046454695
1.57542,0,-140,-20.4594617263447
1.57542,0,-130,-17.859490213545
1.57542,0,-120,-16.6653554514776
1.57542,0,-110,-15.7877243011041
1.57542,0,-100,-14.5730574851993
1.57542,0,-90,-12.8262816140004
1.57542,0,-80,-10.6236698567816
1.57542,0,-70,-8.1949380095092
1.57542,0,-60,-5.86065607517166
1.57542,0,-50,-3.97178225268252
1.57542,0,-40,-2.86908147446647
1.57542,0,-30,-2.90141650458655
1.57542,0,-20,-4.59376458256046
1.57542,0,-10,-9.42845813688929
1.57542,0,0,-37.1198074476188
1.57542,0,10,-9.73239149823117
1.57542,0,20,-4.79153152024935
1.57542,0,30,-3.08645057426455
1.57542,0,40,-3.05859805164734
1.57542,0,50,-4.16734670690645
1.57542,0,60,-6.06547320608373
1.57542,0,70,-8.4177380324052
1.57542,0,80,-10.8726184630233
1.57542,0,90,-13.0987381826911
1.57542,0,100,-14.8457511378384
1.57542,0,110,-16.0119167640181
1.57542,0,120,-16.7800012505571
1.57542,0,130,-17.8037487505008
1.57542,0,140,-20.0778306269267
1.57542,0,150,-23.33082058089
1.57542,0,160,-23.512210735686
1.57542,0,170,-25.2386040072093
1.57542,0,180,-40.1824830085746
