"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-21.9433049628122
1.57542,0,-170,-24.525003808638
1.57542,0,-160,-26.8824007255655
1.57542,0,-150,-21.9351353015697
1.57542,0,-140,-18.4521890238261
1.57542,0,-130,-15.5859459219701
1.57542,0,-120,-13.287482324048
1.57542,0,-110,-11.5311704252174
1.57542,0,-100,-10.0436814957227
1.57542,0,-90,-8.62529731640662
1.57542,0,-80,-7.24941422711749
1.57542,0,-70,-6.02902174622053
1.57542,0,-60,-5.16312049613563
1.57542,0,-50,-4.88266202807602
1.57542,0,-40,-5.33558577513565
1.57542,0,-30,-6.16318918491026
1.57542,0,-20,-5.9620798879476
1.57542,0,-10,-4.58575725267491
1.57542,0,0,-3.87374152612261
1.57542,0,10,-4.59269285245397
1.57542,0,20,-6.03260555987378
1.57542,0,30,-6.3340795670985
1.57542,0,40,-5.52061819928918
1.57542,0,50,-5.04191289956075
1.57542,0,60,-5.30890771353368
1.57542,0,70,-6.1841139178542
1.57542,0,80,-7.43315505268419
1.57542,0,90,-8.85285133501999
1.57542,0,100,-10.3296912002477
1.57542,0,110,-11.8927797530811
1.57542,0,120,-13.7497997389573
1.57542,0,130,-16.1940855866326
1.57542,0,140,-19.2425482397286
1.57542,0,150,-22.8481940788764
1.57542,0,160,-27.808110252158
1.57542,0,170,-24.6356960311276
1.57542,0,180,-21.9433049628122
