"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-33.0602141725621
1.57542,0,-170,-36.1178637539634
1.57542,0,-160,-30.6998089093311
1.57542,0,-150,-25.8730301120197
1.57542,0,-140,-23.6180315045807
1.57542,0,-130,-22.0430801853072
1.57542,0,-120,-20.5824459330072
1.57542,0,-110,-19.2037258774955
1.57542,0,-100,-17.8299421548927
1.57542,0,-90,-16.3430888143017
1.57542,0,-80,-14.6024485857711
1.57542,0,-70,-12.4172364828993
1.57542,0,-60,-9.64542716044045
1.57542,0,-50,-6.42698845428839
1.57542,0,-40,-3.18333123112442
1.57542,0,-30,-0.342384323527865
1.57542,0,-20,1.81787677636537
1.57542,0,-10,3.15307021757865
1.57542,0,0,3.59921629231858
1.57542,0,10,3.13917263150896
1.57542,0,20,1.78855432898505
1.57542,0,30,-0.400037869485174
1.57542,0,40,-3.29964157923571
1.57542,0,50,-6.63574635825798
1.57542,0,60,-9.94799356768325
1.57542,0,70,-12.769693875397
1.57542,0,80,-14.9698214574491
1.57542,0,90,-16.7362855742156
1.57542,0,100,-18.2777767686747
1.57542,0,110,-19.7074409087632
1.57542,0,120,-21.063081948729
1.57542,0,130,-22.3200947635511
1.57542,0,140,-23.5567506327118
1.57542,0,150,-25.5503727963308
1.57542,0,160,-29.9705957147607
1.57542,0,170,-34.4394135529102
1.57542,0,180,-33.0602141725621
