"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-21.180278047628
1.57542,0,-170,-23.4647120998315
1.57542,0,-160,-26.160436010423
1.57542,0,-150,-22.9347929593045
1.57542,0,-140,-20.4395084483946
1.57542,0,-130,-17.6057126142795
1.57542,0,-120,-14.9510533242183
1.57542,0,-110,-12.9258524956577
1.57542,0,-100,-11.2936323215297
1.57542,0,-90,-9.82094737384096
1.57542,0,-80,-8.44961530873667
1.57542,0,-70,-7.25601385683593
1.57542,0,-60,-6.36441345725931
1.57542,0,-50,-5.80250091270356
1.57542,0,-40,-5.26372895820019
1.57542,0,-30,-4.13153078477615
1.57542,0,-20,-2.40261564960375
1.57542,0,-10,-0.918599878036157
1.57542,0,0,-0.363658400414326
1.57542,0,10,-0.931859192403856
1.57542,0,20,-2.37062487874757
1.57542,0,30,-3.97168555123135
1.57542,0,40,-4.98217542824626
1.57542,0,50,-5.49199527330824
1.57542,0,60,-6.08284743845771
1.57542,0,70,-7.02209241087144
1.57542,0,80,-8.26682668305323
1.57542,0,90,-9.68009511891927
1.57542,0,100,-11.1680647966769
1.57542,0,110,-12.7677365033482
1.57542,0,120,-14.6863954330588
1.57542,0,130,-17.1395173772651
1.57542,0,140,-19.8154164968392
1.57542,0,150,-22.5493147248522
1.57542,0,160,-26.6058827326807
1.57542,0,170,-23.8124430181469
1.57542,0,180,-21.180278047628
