"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-38.2524972107935
1.57542,0,-170,-23.4505160359257
1.57542,0,-160,-19.8056484756027
1.57542,0,-150,-18.5408448649271
1.57542,0,-140,-16.8539514388708
1.57542,0,-130,-15.7024369324463
1.57542,0,-120,-15.2711020904202
1.57542,0,-110,-14.8823670402955
1.57542,0,-100,-13.9897543020564
1.57542,0,-90,-12.4434080486463
1.57542,0,-80,-10.3565965054914
1.57542,0,-70,-7.99063451533717
1.57542,0,-60,-5.68696929902373
1.57542,0,-50,-3.79868082182796
1.57542,0,-40,-2.65475478279706
1.57542,0,-30,-2.59654430460588
1.57542,0,-20,-4.16803776142164
1.57542,0,-10,-8.91100675109068
1.57542,0,0,-37.3212136860251
1.57542,0,10,-9.04567014059614
1.57542,0,20,-4.22888229813957
1.57542,0,30,-2.67834532924521
1.57542,0,40,-2.81307873978651
1.57542,0,50,-4.05677077654722
1.57542,0,60,-6.03036710860921
1.57542,0,70,-8.37955777282522
1.57542,0,80,-10.7511927571567
1.57542,0,90,-12.8179109261136
1.57542,0,100,-14.3126451217376
1.57542,0,110,-15.091224722855
1.57542,0,120,-15.3227448075939
1.57542,0,130,-15.6658134840876
1.57542,0,140,-16.9380855552521
1.57542,0,150,-18.9575798461883
1.57542,0,160,-20.0016047903421
1.57542,0,170,-22.6863947539136
1.57542,0,180,-38.2524972107934
