"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.033016645807
1.57542,0,-170,-30.4147711236027
1.57542,0,-160,-37.0488893028357
1.57542,0,-150,-32.5348795001774
1.57542,0,-140,-29.3150507923824
1.57542,0,-130,-24.5222435769405
1.57542,0,-120,-20.9442096860322
1.57542,0,-110,-18.6642502468343
1.57542,0,-100,-17.0396560872842
1.57542,0,-90,-15.7636278995455
1.57542,0,-80,-14.8855266619872
1.57542,0,-70,-14.772129388444
1.57542,0,-60,-16.3276596519732
1.57542,0,-50,-22.5437677181373
1.57542,0,-40,-18.9692229778002
1.57542,0,-30,-9.60673871496231
1.57542,0,-20,-4.74196072743882
1.57542,0,-10,-2.13687396986632
1.57542,0,0,-1.2712607216674
1.57542,0,10,-2.03926496709898
1.57542,0,20,-4.55403318357346
1.57542,0,30,-9.33505322761395
1.57542,0,40,-18.2142717487113
1.57542,0,50,-20.7478143447194
1.57542,0,60,-15.6740029128074
1.57542,0,70,-14.365959571217
1.57542,0,80,-14.6157659060203
1.57542,0,90,-15.6001021111099
1.57542,0,100,-16.9803175365939
1.57542,0,110,-18.7232688397371
1.57542,0,120,-21.0866134545949
1.57542,0,130,-24.0909625171184
1.57542,0,140,-25.1520861180787
1.57542,0,150,-24.1526050302599
1.57542,0,160,-25.20419328504
1.57542,0,170,-27.096856882075
1.57542,0,180,-27.033016645807
