"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-29.0413505575445
1.57542,0,-170,-30.7715562456077
1.57542,0,-160,-31.2662424702533
1.57542,0,-150,-27.3363564821179
1.57542,0,-140,-25.4872088591981
1.57542,0,-130,-24.0322672850504
1.57542,0,-120,-22.2814570087399
1.57542,0,-110,-20.5665786759761
1.57542,0,-100,-18.953402266811
1.57542,0,-90,-17.3331399046965
1.57542,0,-80,-15.5373479286745
1.57542,0,-70,-13.2922683555736
1.57542,0,-60,-10.34960557384
1.57542,0,-50,-6.8687718681535
1.57542,0,-40,-3.39336383077944
1.57542,0,-30,-0.411349611122476
1.57542,0,-20,1.81472787924209
1.57542,0,-10,3.17601241117981
1.57542,0,0,3.63201553532264
1.57542,0,10,3.17117220196645
1.57542,0,20,1.80385616128577
1.57542,0,30,-0.427748452175333
1.57542,0,40,-3.41112389138952
1.57542,0,50,-6.88114379723889
1.57542,0,60,-10.3464931580995
1.57542,0,70,-13.2535766530943
1.57542,0,80,-15.4370498974131
1.57542,0,90,-17.1535384688197
1.57542,0,100,-18.6859636657483
1.57542,0,110,-20.2082001276116
1.57542,0,120,-21.8073920257644
1.57542,0,130,-23.2652062910082
1.57542,0,140,-24.0901977583936
1.57542,0,150,-25.288058682986
1.57542,0,160,-29.4524060887311
1.57542,0,170,-32.5934117642557
1.57542,0,180,-29.0413505575445
