"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-33.1756389533416
1.57542,0,-170,-34.2538137731906
1.57542,0,-160,-29.220071674879
1.57542,0,-150,-25.4374797502971
1.57542,0,-140,-23.892578919278
1.57542,0,-130,-22.7588619687411
1.57542,0,-120,-21.3458621864906
1.57542,0,-110,-19.8483814738037
1.57542,0,-100,-18.3669999486212
1.57542,0,-90,-16.8342741437048
1.57542,0,-80,-15.1165150041983
1.57542,0,-70,-12.9954908119784
1.57542,0,-60,-10.239374868785
1.57542,0,-50,-6.91803859571805
1.57542,0,-40,-3.50267826056077
1.57542,0,-30,-0.50383293550971
1.57542,0,-20,1.76404281531302
1.57542,0,-10,3.15425257161276
1.57542,0,0,3.6093550167467
1.57542,0,10,3.11721016899494
1.57542,0,20,1.69843477452745
1.57542,0,30,-0.5839056679414
1.57542,0,40,-3.58088570675061
1.57542,0,50,-6.97676440852979
1.57542,0,60,-10.2620771046117
1.57542,0,70,-12.979844780403
1.57542,0,80,-15.0818000717737
1.57542,0,90,-16.8047242348069
1.57542,0,100,-18.3577143725088
1.57542,0,110,-19.8756064101343
1.57542,0,120,-21.4794095267919
1.57542,0,130,-23.2100090412255
1.57542,0,140,-24.8858931499989
1.57542,0,150,-26.8187630979424
1.57542,0,160,-30.6112019879451
1.57542,0,170,-34.242294654556
1.57542,0,180,-33.1756389533416
