"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-40.9801278355652
1.57542,0,-170,-25.3600858667345
1.57542,0,-160,-24.2927654600946
1.57542,0,-150,-24.2137553610561
1.57542,0,-140,-20.1775821198683
1.57542,0,-130,-17.6746200620169
1.57542,0,-120,-16.5208784383353
1.57542,0,-110,-15.6424138691851
1.57542,0,-100,-14.4401989749738
1.57542,0,-90,-12.7303623077477
1.57542,0,-80,-10.5668523605233
1.57542,0,-70,-8.16797598187783
1.57542,0,-60,-5.85746545600837
1.57542,0,-50,-3.99131056265508
1.57542,0,-40,-2.91210217858237
1.57542,0,-30,-2.96749931640915
1.57542,0,-20,-4.67819419993344
1.57542,0,-10,-9.51699700334072
1.57542,0,0,-33.3084552470839
1.57542,0,10,-9.76035727530123
1.57542,0,20,-4.77235496612845
1.57542,0,30,-2.99721824663021
1.57542,0,40,-2.89917215056316
1.57542,0,50,-3.94327736091867
1.57542,0,60,-5.77714645476407
1.57542,0,70,-8.06262204275094
1.57542,0,80,-10.4544818310883
1.57542,0,90,-12.6368308862436
1.57542,0,100,-14.3871811251178
1.57542,0,110,-15.6350893769002
1.57542,0,120,-16.5546241052559
1.57542,0,130,-17.7597346168186
1.57542,0,140,-20.3233756394707
1.57542,0,150,-24.3707779026044
1.57542,0,160,-24.966507785069
1.57542,0,170,-27.3162726490557
1.57542,0,180,-40.9801278355652
