"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-37.3947953774405
1.57542,0,-170,-36.4413145892325
1.57542,0,-160,-30.258161734956
1.57542,0,-150,-26.5003800108619
1.57542,0,-140,-24.1845218274696
1.57542,0,-130,-22.0427974681239
1.57542,0,-120,-20.1264315370892
1.57542,0,-110,-18.5108483393105
1.57542,0,-100,-17.0389037240727
1.57542,0,-90,-15.557116914779
1.57542,0,-80,-13.9516691379779
1.57542,0,-70,-12.0752758876866
1.57542,0,-60,-9.72691768976003
1.57542,0,-50,-6.84445525732116
1.57542,0,-40,-3.72535775011646
1.57542,0,-30,-0.850152750965521
1.57542,0,-20,1.40846998561931
1.57542,0,-10,2.84341069307027
1.57542,0,0,3.35883130696379
1.57542,0,10,2.929120626047
1.57542,0,20,1.58585423801229
1.57542,0,30,-0.574190020883768
1.57542,0,40,-3.35313312569648
1.57542,0,50,-6.40251149395546
1.57542,0,60,-9.27081098087214
1.57542,0,70,-11.6570209049657
1.57542,0,80,-13.5838309703792
1.57542,0,90,-15.2185083374902
1.57542,0,100,-16.690152201527
1.57542,0,110,-18.0928522375618
1.57542,0,120,-19.5349375715656
1.57542,0,130,-21.1205479099061
1.57542,0,140,-22.9023919075625
1.57542,0,150,-25.2114768109879
1.57542,0,160,-29.2587973706725
1.57542,0,170,-35.5774292411745
1.57542,0,180,-37.3947953774405
