"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.5942888718841
1.57542,0,-170,-30.2464153202068
1.57542,0,-160,-32.8861635130199
1.57542,0,-150,-30.4749248377019
1.57542,0,-140,-27.9691500704063
1.57542,0,-130,-23.6373050065803
1.57542,0,-120,-20.2505472527377
1.57542,0,-110,-18.0441250538397
1.57542,0,-100,-16.4425212644434
1.57542,0,-90,-15.1612406949095
1.57542,0,-80,-14.2558295510058
1.57542,0,-70,-14.0758800128738
1.57542,0,-60,-15.4441252229663
1.57542,0,-50,-21.111561717112
1.57542,0,-40,-21.2161274747909
1.57542,0,-30,-10.3471426027919
1.57542,0,-20,-5.14998405390232
1.57542,0,-10,-2.41594684218206
1.57542,0,0,-1.50942538054164
1.57542,0,10,-2.30211382922266
1.57542,0,20,-4.92201352226513
1.57542,0,30,-10.0139871483337
1.57542,0,40,-20.5999846655283
1.57542,0,50,-20.4636728781886
1.57542,0,60,-15.0655405676736
1.57542,0,70,-13.8070796076843
1.57542,0,80,-14.0753517965454
1.57542,0,90,-15.0560154929705
1.57542,0,100,-16.4138785727232
1.57542,0,110,-18.0914129451859
1.57542,0,120,-20.2597556816046
1.57542,0,130,-22.925018073102
1.57542,0,140,-24.5096331994171
1.57542,0,150,-24.6828497611091
1.57542,0,160,-27.1509764986143
1.57542,0,170,-30.8720462571278
1.57542,0,180,-28.5942888718841
