"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.7829277108159
1.57542,0,-170,-27.8291135345542
1.57542,0,-160,-25.3437280177166
1.57542,0,-150,-23.9274320732369
1.57542,0,-140,-24.7830361401474
1.57542,0,-130,-23.7539364841624
1.57542,0,-120,-20.796698260521
1.57542,0,-110,-18.3977848334522
1.57542,0,-100,-16.5872305637999
1.57542,0,-90,-15.1293631731464
1.57542,0,-80,-14.0569915869637
1.57542,0,-70,-13.6894449021581
1.57542,0,-60,-14.7889474373289
1.57542,0,-50,-19.5654429621864
1.57542,0,-40,-20.1627525264059
1.57542,0,-30,-9.95663936653703
1.57542,0,-20,-4.82542709280399
1.57542,0,-10,-2.1806109082778
1.57542,0,0,-1.37133084023343
1.57542,0,10,-2.24997021189178
1.57542,0,20,-4.9176100253619
1.57542,0,30,-9.92819507298975
1.57542,0,40,-19.884429540283
1.57542,0,50,-22.2367527280582
1.57542,0,60,-16.0763198671976
1.57542,0,70,-14.5474730880907
1.57542,0,80,-14.6225830557455
1.57542,0,90,-15.4126326502213
1.57542,0,100,-16.5584460892833
1.57542,0,110,-18.0395125829147
1.57542,0,120,-20.2301383362044
1.57542,0,130,-23.9688715478082
1.57542,0,140,-30.0969118219237
1.57542,0,150,-34.1020878431685
1.57542,0,160,-33.0229310622733
1.57542,0,170,-28.3764063668091
1.57542,0,180,-26.7829277108159
