"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-40.0954218660885
1.57542,0,-170,-26.3412745100559
1.57542,0,-160,-24.6390325684166
1.57542,0,-150,-23.955188062104
1.57542,0,-140,-19.9413963771158
1.57542,0,-130,-17.4891804591627
1.57542,0,-120,-16.4028190231258
1.57542,0,-110,-15.6117405348746
1.57542,0,-100,-14.4697306671231
1.57542,0,-90,-12.7889090695431
1.57542,0,-80,-10.6495690703332
1.57542,0,-70,-8.28044706164851
1.57542,0,-60,-5.99669481822438
1.57542,0,-50,-4.1439429704854
1.57542,0,-40,-3.06311948511593
1.57542,0,-30,-3.10835519591107
1.57542,0,-20,-4.81346349850771
1.57542,0,-10,-9.68895208671071
1.57542,0,0,-41.1918465284888
1.57542,0,10,-9.7775201118174
1.57542,0,20,-4.8435677670419
1.57542,0,30,-3.09298388556774
1.57542,0,40,-2.99563685641226
1.57542,0,50,-4.01826695539196
1.57542,0,60,-5.810389732258
1.57542,0,70,-8.03744140471714
1.57542,0,80,-10.3655421216932
1.57542,0,90,-12.498373993552
1.57542,0,100,-14.2292110364539
1.57542,0,110,-15.4861183373408
1.57542,0,120,-16.4180587397192
1.57542,0,130,-17.5775367197716
1.57542,0,140,-19.8861846326209
1.57542,0,150,-23.2281093688838
1.57542,0,160,-23.927574762301
1.57542,0,170,-26.0865218244398
1.57542,0,180,-40.0954218660885
