"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.7739161079848
1.57542,0,-170,-27.1922183630418
1.57542,0,-160,-24.382255124111
1.57542,0,-150,-23.6601988621318
1.57542,0,-140,-25.6182205454061
1.57542,0,-130,-24.8111770152197
1.57542,0,-120,-21.1590033285768
1.57542,0,-110,-18.4781200296687
1.57542,0,-100,-16.5827268481811
1.57542,0,-90,-15.1036502254502
1.57542,0,-80,-14.015621216397
1.57542,0,-70,-13.6009179050264
1.57542,0,-60,-14.5662617429515
1.57542,0,-50,-18.8666989523785
1.57542,0,-40,-20.6181104629018
1.57542,0,-30,-10.3032745921363
1.57542,0,-20,-5.01813958436564
1.57542,0,-10,-2.30417057136668
1.57542,0,0,-1.4903686185752
1.57542,0,10,-2.43018077322674
1.57542,0,20,-5.25338338267968
1.57542,0,30,-10.6729219454488
1.57542,0,40,-22.764925883256
1.57542,0,50,-20.2716332561852
1.57542,0,60,-14.9989751395737
1.57542,0,70,-13.7689771531112
1.57542,0,80,-13.9820107481228
1.57542,0,90,-14.8354056980949
1.57542,0,100,-15.9860669915597
1.57542,0,110,-17.3893808476121
1.57542,0,120,-19.3133316321904
1.57542,0,130,-22.2362195031167
1.57542,0,140,-26.0936483404362
1.57542,0,150,-29.495655888423
1.57542,0,160,-33.2537987002617
1.57542,0,170,-30.2906971723612
1.57542,0,180,-27.7739161079848
