"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-46.0669814072859
1.57542,0,-170,-26.1147826586484
1.57542,0,-160,-24.2597295536632
1.57542,0,-150,-23.2655581290723
1.57542,0,-140,-19.7098554201258
1.57542,0,-130,-17.471785211009
1.57542,0,-120,-16.4419953481547
1.57542,0,-110,-15.6532431139607
1.57542,0,-100,-14.5009454150468
1.57542,0,-90,-12.8033583028433
1.57542,0,-80,-10.6369146176253
1.57542,0,-70,-8.23486319358121
1.57542,0,-60,-5.92437352625585
1.57542,0,-50,-4.05522863866006
1.57542,0,-40,-2.95495392699168
1.57542,0,-30,-2.95622950396527
1.57542,0,-20,-4.57502561558392
1.57542,0,-10,-9.24544339946455
1.57542,0,0,-27.4135956008488
1.57542,0,10,-9.91622621497757
1.57542,0,20,-4.93435918811609
1.57542,0,30,-3.20387628343071
1.57542,0,40,-3.13452514587767
1.57542,0,50,-4.1797299233942
1.57542,0,60,-5.99588976904565
1.57542,0,70,-8.25477023081483
1.57542,0,80,-10.6148201380546
1.57542,0,90,-12.7589554560661
1.57542,0,100,-14.4599428207094
1.57542,0,110,-15.6389837815693
1.57542,0,120,-16.4574327033957
1.57542,0,130,-17.4964539801036
1.57542,0,140,-19.7490504379825
1.57542,0,150,-23.5769531463704
1.57542,0,160,-25.2138595054937
1.57542,0,170,-27.7039798463164
1.57542,0,180,-46.066981407286
