"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-33.2522485549455
1.57542,0,-170,-31.8981051057019
1.57542,0,-160,-27.4218152573424
1.57542,0,-150,-24.4029114026803
1.57542,0,-140,-23.2655182594336
1.57542,0,-130,-22.5082696401476
1.57542,0,-120,-21.4195889105807
1.57542,0,-110,-20.1242762200537
1.57542,0,-100,-18.7288257063822
1.57542,0,-90,-17.2086347853816
1.57542,0,-80,-15.4555921394933
1.57542,0,-70,-13.2357386940968
1.57542,0,-60,-10.3205422920037
1.57542,0,-50,-6.85929185388346
1.57542,0,-40,-3.38054581939075
1.57542,0,-30,-0.376006841871565
1.57542,0,-20,1.87889309138427
1.57542,0,-10,3.26223350414759
1.57542,0,0,3.72407870691302
1.57542,0,10,3.25234180361208
1.57542,0,20,1.86946944032937
1.57542,0,30,-0.359655502461229
1.57542,0,40,-3.29245074945898
1.57542,0,50,-6.63179543528176
1.57542,0,60,-9.89070695657982
1.57542,0,70,-12.6075030540224
1.57542,0,80,-14.6947551219562
1.57542,0,90,-16.3633761800394
1.57542,0,100,-17.8196457429511
1.57542,0,110,-19.1878329536607
1.57542,0,120,-20.5434479464621
1.57542,0,130,-21.8525194747854
1.57542,0,140,-22.987358239193
1.57542,0,150,-24.5008095924997
1.57542,0,160,-28.0409886350871
1.57542,0,170,-33.5830542965163
1.57542,0,180,-33.2522485549455
