"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-51.0846466873912
1.57542,0,-170,-41.3107726274465
1.57542,0,-160,-31.7551569195407
1.57542,0,-150,-27.1810324555913
1.57542,0,-140,-24.679473029071
1.57542,0,-130,-22.7244552984335
1.57542,0,-120,-20.9708508380874
1.57542,0,-110,-19.3903169408457
1.57542,0,-100,-17.8882655498224
1.57542,0,-90,-16.3455746485296
1.57542,0,-80,-14.6265344670555
1.57542,0,-70,-12.5377838822616
1.57542,0,-60,-9.88515188495015
1.57542,0,-50,-6.72669314137425
1.57542,0,-40,-3.46623758169859
1.57542,0,-30,-0.566399814986636
1.57542,0,-20,1.66722747594015
1.57542,0,-10,3.07629618693517
1.57542,0,0,3.5860159556231
1.57542,0,10,3.17155260056986
1.57542,0,20,1.85234055760096
1.57542,0,30,-0.294986660805173
1.57542,0,40,-3.09924818374868
1.57542,0,50,-6.2438413218859
1.57542,0,60,-9.28710620132379
1.57542,0,70,-11.8668868281647
1.57542,0,80,-13.9136637167777
1.57542,0,90,-15.5607220034024
1.57542,0,100,-16.9551510411422
1.57542,0,110,-18.2165640688343
1.57542,0,120,-19.4675617513004
1.57542,0,130,-20.8373924350122
1.57542,0,140,-22.4685346955149
1.57542,0,150,-24.7851552718433
1.57542,0,160,-29.0884608389525
1.57542,0,170,-38.8381272719379
1.57542,0,180,-51.0846466873913
