"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-43.5538186183376
1.57542,0,-170,-27.0238305701235
1.57542,0,-160,-24.5920878351034
1.57542,0,-150,-23.4223587416955
1.57542,0,-140,-19.9800496701673
1.57542,0,-130,-17.7194150948167
1.57542,0,-120,-16.575997416482
1.57542,0,-110,-15.6310348080395
1.57542,0,-100,-14.3459844886396
1.57542,0,-90,-12.5819587937219
1.57542,0,-80,-10.4173406858088
1.57542,0,-70,-8.06401811800333
1.57542,0,-60,-5.81998117917089
1.57542,0,-50,-4.01535602137692
1.57542,0,-40,-2.97994555542023
1.57542,0,-30,-3.06920693514771
1.57542,0,-20,-4.84687020163661
1.57542,0,-10,-9.95953519680887
1.57542,0,0,-31.862334385721
1.57542,0,10,-9.11207880396709
1.57542,0,20,-4.47306752487293
1.57542,0,30,-2.87846514411439
1.57542,0,40,-2.9089345977007
1.57542,0,50,-4.04565575442133
1.57542,0,60,-5.93934928219411
1.57542,0,70,-8.2521457024036
1.57542,0,80,-10.6416942203031
1.57542,0,90,-12.7971044027274
1.57542,0,100,-14.4921864181543
1.57542,0,110,-15.6441223678302
1.57542,0,120,-16.4273798725256
1.57542,0,130,-17.4509511323846
1.57542,0,140,-19.714309530026
1.57542,0,150,-23.5022664408587
1.57542,0,160,-24.8095330645385
1.57542,0,170,-26.7115503715383
1.57542,0,180,-43.5538186183375
