"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-42.1570967972781
1.57542,0,-170,-26.0296002760374
1.57542,0,-160,-24.3309069097291
1.57542,0,-150,-23.3685838854902
1.57542,0,-140,-19.7994793180979
1.57542,0,-130,-17.5800186036658
1.57542,0,-120,-16.512163973895
1.57542,0,-110,-15.6302860800403
1.57542,0,-100,-14.3982167401798
1.57542,0,-90,-12.672772833413
1.57542,0,-80,-10.5160193805639
1.57542,0,-70,-8.1364732374541
1.57542,0,-60,-5.846661776212
1.57542,0,-50,-3.99444912432247
1.57542,0,-40,-2.9154229081031
1.57542,0,-30,-2.94789379304593
1.57542,0,-20,-4.60035890126443
1.57542,0,-10,-9.31953460773947
1.57542,0,0,-31.3698973214509
1.57542,0,10,-9.6910233554472
1.57542,0,20,-4.63340925753134
1.57542,0,30,-2.8543447259814
1.57542,0,40,-2.7831554996845
1.57542,0,50,-3.86775446451474
1.57542,0,60,-5.7412465573595
1.57542,0,70,-8.05245406879736
1.57542,0,80,-10.4472901287831
1.57542,0,90,-12.6069303069841
1.57542,0,100,-14.3126979600284
1.57542,0,110,-15.5148527740187
1.57542,0,120,-16.4302856560503
1.57542,0,130,-17.7002686331517
1.57542,0,140,-20.4173901433469
1.57542,0,150,-24.9158274028136
1.57542,0,160,-25.5929908395246
1.57542,0,170,-27.5214519960669
1.57542,0,180,-42.1570967972781
