"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.2182441170974
1.57542,0,-170,-25.5704995958616
1.57542,0,-160,-21.6406742273153
1.57542,0,-150,-20.1236067602415
1.57542,0,-140,-17.7962323048982
1.57542,0,-130,-15.5585537777803
1.57542,0,-120,-14.1886794395392
1.57542,0,-110,-13.1979916549053
1.57542,0,-100,-12.0549130322017
1.57542,0,-90,-10.5111967466989
1.57542,0,-80,-8.55104635775172
1.57542,0,-70,-6.31488660025305
1.57542,0,-60,-4.05192439421068
1.57542,0,-50,-2.05352052963555
1.57542,0,-40,-0.585540004518688
1.57542,0,-30,0.146809596999093
1.57542,0,-20,0.0249985817038665
1.57542,0,-10,-0.819125921434238
1.57542,0,0,-1.56318083948708
1.57542,0,10,-1.19382659422449
1.57542,0,20,-0.314353417037011
1.57542,0,30,0.0597432770099787
1.57542,0,40,-0.384700163729771
1.57542,0,50,-1.59705387222431
1.57542,0,60,-3.38383274058395
1.57542,0,70,-5.47986826556961
1.57542,0,80,-7.60579614127889
1.57542,0,90,-9.53353120508847
1.57542,0,100,-11.1344410168188
1.57542,0,110,-12.3767027002378
1.57542,0,120,-13.3092846582616
1.57542,0,130,-14.2137563997297
1.57542,0,140,-15.8838016725963
1.57542,0,150,-19.4059603231563
1.57542,0,160,-23.0703654076904
1.57542,0,170,-23.0130340205688
1.57542,0,180,-26.2182441170974
