"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-25.1868892694249
1.57542,0,-170,-22.2610331776106
1.57542,0,-160,-23.2075839004343
1.57542,0,-150,-19.5350634047017
1.57542,0,-140,-15.6560798525116
1.57542,0,-130,-13.8521467241383
1.57542,0,-120,-12.9463799597617
1.57542,0,-110,-12.084314972469
1.57542,0,-100,-10.9229898440951
1.57542,0,-90,-9.39149858570881
1.57542,0,-80,-7.52312630091751
1.57542,0,-70,-5.44030024508554
1.57542,0,-60,-3.35697463734474
1.57542,0,-50,-1.5508204502739
1.57542,0,-40,-0.308270116780715
1.57542,0,-30,0.145924671852139
1.57542,0,-20,-0.251910406886301
1.57542,0,-10,-1.1536337907479
1.57542,0,0,-1.48855017206142
1.57542,0,10,-0.718122055736067
1.57542,0,20,0.0929601332791888
1.57542,0,30,0.166397818096583
1.57542,0,40,-0.596337999240754
1.57542,0,50,-2.07200701010365
1.57542,0,60,-4.07203074218485
1.57542,0,70,-6.35522488819072
1.57542,0,80,-8.64909288331683
1.57542,0,90,-10.7042098722722
1.57542,0,100,-12.3535819284737
1.57542,0,110,-13.5638740675144
1.57542,0,120,-14.5203374431755
1.57542,0,130,-15.6681146205061
1.57542,0,140,-17.3554865267603
1.57542,0,150,-19.0890507578034
1.57542,0,160,-20.9779583988695
1.57542,0,170,-25.6697465519013
1.57542,0,180,-25.1868892694249
