"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.1264896309876
1.57542,0,-170,-28.4345814019209
1.57542,0,-160,-33.8875373688261
1.57542,0,-150,-31.40662998374
1.57542,0,-140,-27.0105909532363
1.57542,0,-130,-22.5955677125363
1.57542,0,-120,-19.4402926300518
1.57542,0,-110,-17.3763712661049
1.57542,0,-100,-15.8795833747697
1.57542,0,-90,-14.6794096128701
1.57542,0,-80,-13.8144638060285
1.57542,0,-70,-13.6058576396726
1.57542,0,-60,-14.7911299106202
1.57542,0,-50,-19.4342893954494
1.57542,0,-40,-21.0054020281811
1.57542,0,-30,-10.6583274085316
1.57542,0,-20,-5.41504503331704
1.57542,0,-10,-2.68146986862634
1.57542,0,0,-1.81158683535379
1.57542,0,10,-2.68478923853171
1.57542,0,20,-5.46117725548181
1.57542,0,30,-10.8700888668084
1.57542,0,40,-21.3816214693436
1.57542,0,50,-18.3435012125516
1.57542,0,60,-14.3400146321861
1.57542,0,70,-13.4710178348066
1.57542,0,80,-13.9308534487718
1.57542,0,90,-15.043851637791
1.57542,0,100,-16.5281270983177
1.57542,0,110,-18.3862551149107
1.57542,0,120,-20.9428336528671
1.57542,0,130,-24.4451631429897
1.57542,0,140,-25.8796493749245
1.57542,0,150,-24.3113405614126
1.57542,0,160,-24.8461653340352
1.57542,0,170,-26.4099316475972
1.57542,0,180,-26.1264896309876
