"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-40.6578442976299
1.57542,0,-170,-25.6438101167107
1.57542,0,-160,-23.8657656261003
1.57542,0,-150,-23.2901955982618
1.57542,0,-140,-20.0862845779764
1.57542,0,-130,-17.9147615605051
1.57542,0,-120,-16.8630193778081
1.57542,0,-110,-15.9843013387898
1.57542,0,-100,-14.7211510425489
1.57542,0,-90,-12.9428189620632
1.57542,0,-80,-10.7363722749464
1.57542,0,-70,-8.3212356845474
1.57542,0,-60,-6.01021272551998
1.57542,0,-50,-4.14959044265377
1.57542,0,-40,-3.07263527621503
1.57542,0,-30,-3.1164650676629
1.57542,0,-20,-4.79646540195585
1.57542,0,-10,-9.59448121824772
1.57542,0,0,-34.9493562917544
1.57542,0,10,-9.8195980559206
1.57542,0,20,-4.83446060694946
1.57542,0,30,-3.06894667007961
1.57542,0,40,-2.96518554206708
1.57542,0,50,-3.98861967106906
1.57542,0,60,-5.79858082016188
1.57542,0,70,-8.0654918319075
1.57542,0,80,-10.4444718071762
1.57542,0,90,-12.6103883241972
1.57542,0,100,-14.3168426733089
1.57542,0,110,-15.4659403573096
1.57542,0,120,-16.2349703546688
1.57542,0,130,-17.2403486922741
1.57542,0,140,-19.4434856888567
1.57542,0,150,-23.0524989871001
1.57542,0,160,-24.6855276053641
1.57542,0,170,-27.4538808971987
1.57542,0,180,-40.65784429763
