"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.8453579962186
1.57542,0,-170,-26.2964943249886
1.57542,0,-160,-30.9098158726701
1.57542,0,-150,-23.9267938111622
1.57542,0,-140,-19.6193701532918
1.57542,0,-130,-16.2598517728366
1.57542,0,-120,-13.7363478800844
1.57542,0,-110,-11.8804165928564
1.57542,0,-100,-10.3453921190568
1.57542,0,-90,-8.90252332269338
1.57542,0,-80,-7.506359569812
1.57542,0,-70,-6.25659836275556
1.57542,0,-60,-5.34169030741615
1.57542,0,-50,-4.96523740501327
1.57542,0,-40,-5.17918394863625
1.57542,0,-30,-5.45947226807215
1.57542,0,-20,-4.72275505156124
1.57542,0,-10,-3.3419956396903
1.57542,0,0,-2.73984774684819
1.57542,0,10,-3.45810308980037
1.57542,0,20,-4.98305905856292
1.57542,0,30,-5.79790900421601
1.57542,0,40,-5.45548283137926
1.57542,0,50,-5.15330699918007
1.57542,0,60,-5.46649686765547
1.57542,0,70,-6.34359421928352
1.57542,0,80,-7.57241590770942
1.57542,0,90,-8.95497841703106
1.57542,0,100,-10.3868288698298
1.57542,0,110,-11.9193042933051
1.57542,0,120,-13.8050507755346
1.57542,0,130,-16.4551900927715
1.57542,0,140,-20.1624131426359
1.57542,0,150,-24.8323314042606
1.57542,0,160,-29.2451952414433
1.57542,0,170,-24.9775035275567
1.57542,0,180,-22.8453579962186
