"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-25.8892270149875
1.57542,0,-170,-27.7432236772365
1.57542,0,-160,-31.0584791198995
1.57542,0,-150,-29.243121877979
1.57542,0,-140,-25.9536867035665
1.57542,0,-130,-22.1697653526903
1.57542,0,-120,-19.2256506481824
1.57542,0,-110,-17.2284221540146
1.57542,0,-100,-15.7576383717351
1.57542,0,-90,-14.5705023447881
1.57542,0,-80,-13.7114772085529
1.57542,0,-70,-13.5050842164745
1.57542,0,-60,-14.7134809193672
1.57542,0,-50,-19.8106879391594
1.57542,0,-40,-24.3335879556997
1.57542,0,-30,-11.0892090245728
1.57542,0,-20,-5.52114691504782
1.57542,0,-10,-2.64535472590761
1.57542,0,0,-1.68848071739377
1.57542,0,10,-2.50427011970621
1.57542,0,20,-5.22587553315087
1.57542,0,30,-10.5280361332853
1.57542,0,40,-21.0171520395405
1.57542,0,50,-18.8835678357061
1.57542,0,60,-14.5490632799939
1.57542,0,70,-13.5826333381366
1.57542,0,80,-14.0070364046403
1.57542,0,90,-15.1032751310865
1.57542,0,100,-16.5628583820909
1.57542,0,110,-18.3548863197562
1.57542,0,120,-20.7501670660211
1.57542,0,130,-24.0190653339296
1.57542,0,140,-25.9036416408016
1.57542,0,150,-24.6979269297389
1.57542,0,160,-24.9647350290927
1.57542,0,170,-26.1476919188836
1.57542,0,180,-25.8892270149875
