"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.1030528049238
1.57542,0,-170,-24.3386965327522
1.57542,0,-160,-19.7381604113504
1.57542,0,-150,-18.192236495339
1.57542,0,-140,-16.5574238020633
1.57542,0,-130,-14.842873624428
1.57542,0,-120,-13.6677129513954
1.57542,0,-110,-12.7066836389941
1.57542,0,-100,-11.5093340469357
1.57542,0,-90,-9.8815725914698
1.57542,0,-80,-7.86021474038369
1.57542,0,-70,-5.6236269761825
1.57542,0,-60,-3.43097059540973
1.57542,0,-50,-1.56176665757836
1.57542,0,-40,-0.262990930908429
1.57542,0,-30,0.278171943277673
1.57542,0,-20,-0.0323996795880154
1.57542,0,-10,-0.99835802698205
1.57542,0,0,-1.70047966348855
1.57542,0,10,-1.25830888785411
1.57542,0,20,-0.437548335015565
1.57542,0,30,-0.170285016154839
1.57542,0,40,-0.717198142824755
1.57542,0,50,-2.01676649189531
1.57542,0,60,-3.86163849820349
1.57542,0,70,-5.97256943128375
1.57542,0,80,-8.0747838190493
1.57542,0,90,-9.96518392896522
1.57542,0,100,-11.5397070929275
1.57542,0,110,-12.7740516456667
1.57542,0,120,-13.7204152018288
1.57542,0,130,-14.7006836794834
1.57542,0,140,-16.6186894095358
1.57542,0,150,-20.7615626717805
1.57542,0,160,-24.1139915859947
1.57542,0,170,-23.1066320489994
1.57542,0,180,-27.1030528049238
