"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-42.4815602434644
1.57542,0,-170,-25.3740446833017
1.57542,0,-160,-23.4185993648793
1.57542,0,-150,-23.0564608229648
1.57542,0,-140,-19.8454352646982
1.57542,0,-130,-17.5133342745113
1.57542,0,-120,-16.3743423665295
1.57542,0,-110,-15.5086536331246
1.57542,0,-100,-14.3228419032716
1.57542,0,-90,-12.6390271617039
1.57542,0,-80,-10.5272931271802
1.57542,0,-70,-8.20876227469871
1.57542,0,-60,-5.99778141283283
1.57542,0,-50,-4.23713244897728
1.57542,0,-40,-3.25927765451445
1.57542,0,-30,-3.4174690621565
1.57542,0,-20,-5.28778109101589
1.57542,0,-10,-10.6367642095942
1.57542,0,0,-28.0028542928208
1.57542,0,10,-8.85993333368736
1.57542,0,20,-4.3669663555224
1.57542,0,30,-2.76323669638431
1.57542,0,40,-2.71725357067544
1.57542,0,50,-3.74414113488677
1.57542,0,60,-5.53077603833719
1.57542,0,70,-7.77019481126916
1.57542,0,80,-10.1342182180297
1.57542,0,90,-12.3138100528531
1.57542,0,100,-14.0928726297748
1.57542,0,110,-15.4027348700606
1.57542,0,120,-16.3736566036972
1.57542,0,130,-17.4968838093849
1.57542,0,140,-19.6765922258247
1.57542,0,150,-23.1994165725732
1.57542,0,160,-24.7697615095866
1.57542,0,170,-27.353139027457
1.57542,0,180,-42.4815602434645
