"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-36.171463829741
1.57542,0,-170,-22.8346540812826
1.57542,0,-160,-19.9904059657703
1.57542,0,-150,-19.1718608276081
1.57542,0,-140,-17.1438440737732
1.57542,0,-130,-15.714536853857
1.57542,0,-120,-15.2707061878493
1.57542,0,-110,-15.0187596623775
1.57542,0,-100,-14.2653343026003
1.57542,0,-90,-12.7855260713624
1.57542,0,-80,-10.7055991667843
1.57542,0,-70,-8.31239340288656
1.57542,0,-60,-5.95988377674554
1.57542,0,-50,-4.01740056341216
1.57542,0,-40,-2.84389667102162
1.57542,0,-30,-2.81989261620594
1.57542,0,-20,-4.54708369097858
1.57542,0,-10,-9.8295909493842
1.57542,0,0,-26.5288259192292
1.57542,0,10,-7.85784269192452
1.57542,0,20,-3.48050168934177
1.57542,0,30,-2.04278383510863
1.57542,0,40,-2.20423111762592
1.57542,0,50,-3.44426305534737
1.57542,0,60,-5.40733522975366
1.57542,0,70,-7.74692261141814
1.57542,0,80,-10.1059501494912
1.57542,0,90,-12.1529232822771
1.57542,0,100,-13.6312451771501
1.57542,0,110,-14.4246841106921
1.57542,0,120,-14.7249996085627
1.57542,0,130,-15.1948594796833
1.57542,0,140,-16.7083224552333
1.57542,0,150,-19.2289101297797
1.57542,0,160,-20.56288792485
1.57542,0,170,-23.2903424373657
1.57542,0,180,-36.171463829741
