"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.422850821295
1.57542,0,-170,-27.2666198101672
1.57542,0,-160,-25.3343962439893
1.57542,0,-150,-24.1867078236363
1.57542,0,-140,-24.538739638328
1.57542,0,-130,-23.0052830601109
1.57542,0,-120,-20.369061158246
1.57542,0,-110,-18.2614216156625
1.57542,0,-100,-16.6091407681828
1.57542,0,-90,-15.2405881383525
1.57542,0,-80,-14.2332714109812
1.57542,0,-70,-13.9330130833131
1.57542,0,-60,-15.1436818493939
1.57542,0,-50,-20.4114003595824
1.57542,0,-40,-21.0771517503364
1.57542,0,-30,-10.215353550974
1.57542,0,-20,-4.99317207322955
1.57542,0,-10,-2.27085167620447
1.57542,0,0,-1.40159420756031
1.57542,0,10,-2.25426971075269
1.57542,0,20,-4.93913730395919
1.57542,0,30,-10.0514257344983
1.57542,0,40,-20.8782192325239
1.57542,0,50,-22.6557802723308
1.57542,0,60,-15.9699844549127
1.57542,0,70,-14.4222885981592
1.57542,0,80,-14.5156765474193
1.57542,0,90,-15.3450963640998
1.57542,0,100,-16.541844054022
1.57542,0,110,-18.049184596808
1.57542,0,120,-20.1357025900083
1.57542,0,130,-23.3036430575292
1.57542,0,140,-27.3742883842185
1.57542,0,150,-30.0924682555704
1.57542,0,160,-30.7252444647157
1.57542,0,170,-27.6672107993837
1.57542,0,180,-26.422850821295
